Code,Description,Relative Value,FUD,PC/TC Split
25109,"Excision of tendon, forearm and/or wrist, flexor or extensor, each",4.35,090,
25110,"Excision, lesion of tendon sheath, forearm and/or wrist",3.23,090,
25111,"Excision of ganglion, wrist (dorsal or volar); primary",3.45,090,
25112,"Excision of ganglion, wrist (dorsal or volar); recurrent",4.32,090,
25115,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosy- novitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); flexors",6.72,090,
25116,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosy- novitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); extensors, with or without transposition of dorsal retinaculum",7.77,090,
25118,"Synovectomy, extensor tendon sheath, wrist, single compartment;",6.72,090,
25119,"Synovectomy, extensor tendon sheath, wrist, single compartment; with resection of distal ulna",6.91,090,
25120,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process);,5.34,090,
25125,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); with autograft (includes obtaining graft),6.62,090,
25126,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); with allograft,5.73,090,
25130,Excision or curettage of bone cyst or benign tumor of carpal bones;,3.88,090,
25135,Excision or curettage of bone cyst or benign tumor of carpal bones; with autograft (includes obtaining graft),6.47,090,
25136,Excision or curettage of bone cyst or benign tumor of carpal bones; with allograft,5.61,090,
25145,"Sequestrectomy (eg, for osteomyelitis or bone abscess), forearm and/or wrist",6.14,090,
25150,"Partial excision (craterization, saucerization, or diaphysectomy) of bone (eg, for osteomyelitis); ulna",5.34,090,
25151,"Partial excision (craterization, saucerization, or diaphysectomy) of bone (eg, for osteomyelitis); radius",5.34,090,
25170,"Radical resection of tumor, radius or ulna",8.5,090,
25210,Carpectomy; 1 bone,5.18,090,
25215,Carpectomy; all bones of proximal row,7.77,090,
25230,Radial styloidectomy (separate procedure),4.15,090,
25240,"Excision distal ulna partial or complete (eg, Darrach type or matched resection)",4.74,090,
25246,Injection procedure for wrist arthrography,0.3,000,
25248,"Exploration with removal of deep foreign body, forearm or wrist",3.88,090,
25250,Removal of wrist prosthesis; (separate procedure),3.23,090,
25251,"Removal of wrist prosthesis; complicated, including total wrist",3.67,090,
25259,"Manipulation, wrist, under anesthesia",6.55,090,
25260,"Repair, tendon or muscle, flexor, forearm and/or wrist; primary, single, each ten- don or muscle",5.18,090,
25263,"Repair, tendon or muscle, flexor, forearm and/or wrist; secondary, single, each tendon or muscle",6.04,090,
25265,"Repair, tendon or muscle, flexor, forearm and/or wrist; secondary, with free graft (includes obtaining graft), each tendon or muscle",7.9,090,
25270,"Repair, tendon or muscle, extensor, forearm and/or wrist; primary, single, each tendon or muscle",3.56,090,
25272,"Repair, tendon or muscle, extensor, forearm and/or wrist; secondary, single, each tendon or muscle",4.45,090,
25274,"Repair, tendon or muscle, extensor, forearm and/or wrist; secondary, with free graft (includes obtaining graft), each tendon or muscle",5.34,090,
25275,"Repair, tendon sheath, extensor, forearm and/or wrist, with free graft (includes obtaining graft) (eg, for extensor carpi ulnaris subluxation)",5.18,090,
