Code,Description,Relative Value,FUD,PC/TC Split
52265,"Cystourethroscopy, with dilation of bladder for interstitial cystitis; local anesthesia",1.78,000,
52270,"Cystourethroscopy, with internal urethrotomy; female",2.06,000,
52275,"Cystourethroscopy, with internal urethrotomy; male",2.53,000,
52276,Cystourethroscopy with direct vision internal urethrotomy,3.47,000,
52277,"Cystourethroscopy, with resection of external sphincter (sphincterotomy)",2.62,000,
52281,"Cystourethroscopy, with calibration and/or dilation of urethral stricture or steno- sis, with or without meatotomy, with or without injection procedure for cystogra- phy, male or female",1.69,000,
52282,"Cystourethroscopy, with insertion of permanent urethral stent",1.78,000,
52283,"Cystourethroscopy, with steroid injection into stricture",1.64,000,
52285,"Cystourethroscopy for treatment of the female urethral syndrome with any or all of the following: urethral meatotomy, urethral dilation, internal urethrotomy, lysis of urethrovaginal septal fibrosis, lateral incisions of the bladder neck, and fulguration of polyp(s) of urethra, bladder neck, and/or trigone",2.11,000,
52287,"Cystourethroscopy, with injection(s) for chemodenervation of the bladder",2.6,000,
52290,"Cystourethroscopy; with ureteral meatotomy, unilateral or bilateral",1.87,000,
52300,"Cystourethroscopy; with resection or fulguration of orthotopic ureterocele(s), uni- lateral or bilateral",2.53,000,
52301,"Cystourethroscopy; with resection or fulguration of ectopic ureterocele(s), unilat- eral or bilateral",2.53,000,
52305,"Cystourethroscopy; with incision or resection of orifice of bladder diverticulum, single or multiple",2.53,000,
52310,"Cystourethroscopy, with removal of foreign body, calculus, or ureteral stent from urethra or bladder (separate procedure); simple",1.87,000,
52315,"Cystourethroscopy, with removal of foreign body, calculus, or ureteral stent from urethra or bladder (separate procedure); complicated",3.09,000,
52317,Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; simple or small (less than 2.5 cm),3.84,000,
52318,Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; complicated or large (over 2.5 cm),5.15,000,
52320,Cystourethroscopy (including ureteral catheterization); with removal of ureteral calculus,3.51,000,
52325,"Cystourethroscopy (including ureteral catheterization); with fragmentation of uret- eral calculus (eg, ultrasonic or electro-hydraulic technique)",6.09,000,
52327,Cystourethroscopy (including ureteral catheterization); with subureteric injection of implant material,3.75,000,
52330,"Cystourethroscopy (including ureteral catheterization); with manipulation, without removal of ureteral calculus",2.62,000,
52332,"Cystourethroscopy, with insertion of indwelling ureteral stent (eg, Gibbons or dou- ble-J type)",2.53,000,
52334,"Cystourethroscopy with insertion of ureteral guide wire through kidney to estab- lish a percutaneous nephrostomy, retrograde",2.34,000,
52341,"Cystourethroscopy; with treatment of ureteral stricture (eg, balloon dilation, laser, electrocautery, and incision)",3.84,000,
52342,"Cystourethroscopy; with treatment of ureteropelvic junction stricture (eg, balloon dilation, laser, electrocautery, and incision)",4.21,000,
52343,"Cystourethroscopy; with treatment of intra-renal stricture (eg, balloon dilation, laser, electrocautery, and incision)",4.64,000,
52344,"Cystourethroscopy with ureteroscopy; with treatment of ureteral stricture (eg, bal- loon dilation, laser, electrocautery, and incision)",4.21,000,
52345,"Cystourethroscopy with ureteroscopy; with treatment of ureteropelvic junction stricture (eg, balloon dilation, laser, electrocautery, and incision)",4.64,000,
52346,"Cystourethroscopy with ureteroscopy; with treatment of intra-renal stricture (eg, balloon dilation, laser, electrocautery, and incision)",5.1,000,
