,Code,Description,Relative Value,FUD,PC/TC Split
,93350,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation and report;",77.79,XXX,40/60
,93351,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation and report; including performance of continuous elec- trocardiographic monitoring, with supervision by a physician or other qualified health care professional",71.02,XXX,
+,93352,Use of echocardiographic contrast agent during stress echocardiography (List separately in addition to code for primary procedure),10.15,ZZZ,
,93355,"Echocardiography, transesophageal (TEE) for guidance of a transcatheter intrac- ardiac or great vessel(s) structural intervention(s) (eg,TAVR, transcatheter pulmo- nary valve replacement, mitral valve repair, paravalvular regurgitation repair, left atrial appendage occlusion/closure, ventricular septal defect closure) (peri-and intra-procedural), real-time image acquisition and documentation, guidance with quantitative measurements, probe manipulation, interpretation, and report, includ- ing diagnostic transesophageal echocardiography and, when performed, adminis- tration of ultrasound contrast, Doppler, color flow, and 3D",46.45,XXX,
*,93451,"Right heart catheterization including measurement(s) of oxygen saturation and cardiac output, when performed",93.01,000,18/82
,93452,"Left heart catheterization including intraprocedural injection(s) for left ventricu- lography, imaging supervision and interpretation, when performed",103.32,000,29/71
,93453,"Combined right and left heart catheterization including intraprocedural injection(s) for left ventriculography, imaging supervision and interpretation, when performed",135.28,000,29/71
,93454,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation;",103.32,000,28/72
,93455,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with catheter placement(s) in bypass graft(s) (internal mammary, free arterial, venous grafts) including intraprocedural injection(s) for bypass graft angiography",123.95,000,28/72
*,93456,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with right heart catheterization",133.59,000,29/71
,93457,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with catheter placement(s) in bypass graft(s) (internal mammary, free arterial, venous grafts) including intraprocedural injection(s) for bypass graft angiography and right heart catheterization",148.81,000,29/71
,93458,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed",128.01,000,29/71
,93459,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed, catheter placement(s) in bypass graft(s) (internal mammary, free arterial, venous grafts) with bypass graft angiog- raphy",142.04,000,29/71
,93460,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with right and left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed",152.19,000,31/69
