,Code,Description,Relative Value,FUD,PC/TC Split
■ 45386,"Colonoscopy, flexible; with transendoscopic balloon",dilation,4.32,000,
■ 45388,"Colonoscopy, flexible; with ablation of tumor(s), polyp(s), or other lesion(s) (includes pre- and post-dilation and guide wire passage, when performed)",,4.96,000,
■ 45389,"Colonoscopy, flexible; with endoscopic stent placement (includes pre- and post-dilation and guide wire passage, when performed)",5.26,,000,
■ 45390,"Colonoscopy, flexible; with endoscopic mucosal resection",2.95,,000,
■ 45391,"Colonoscopy, flexible; with endoscopic ultrasound examination limited to the rec- tum, sigmoid, descending, transverse, or ascending colon and cecum, and adja- cent structures",2.69,,000,
■ 45392,"Colonoscopy, flexible; with transendoscopic ultrasound guided intramural or transmural fine needle aspiration/biopsy(s), includes endoscopic ultrasound examination limited to the rectum, sigmoid, descending, transverse, or colon and cecum, and adjacent structures",ascending,3.39,000,
■ 45393,"Colonoscopy, flexible; with decompression (for pathologic distention) (eg, volvu- lus, megacolon), including placement of decompression tube, when performed",2.24,,000,
45395,"Laparoscopy, surgical; proctectomy, complete, combined abdominoperineal, colostomy",with,18.92,090,
45397,"Laparoscopy, surgical; proctectomy, combined abdominoperineal pull-through procedure (eg, colo-anal anastomosis), with creation of colonic reservoir (eg, J-pouch), with diverting enterostomy, when performed",20.56,,090,
■ 45398,"Colonoscopy, flexible; with band ligation(s) (eg, hemorrhoids)",5.52,,000,
■ 45399,"Unlisted procedure,",colon,1.87,YYY,
45400,"Laparoscopy, surgical; proctopexy (for prolapse)",,11.10,090,
45402,"Laparoscopy, surgical; proctopexy (for prolapse), with sigmoid resection",14.95,,090,
45499,"Unlisted laparoscopy procedure,",rectum,BR,YYY,
45500,Proctoplasty; for stenosis,6.42,,090,
45505,Proctoplasty; for prolapse of mucous membrane,6.42,,090,
45520,Perirectal injection of sclerosing solution for prolapse,,0.47,000,
45540,"Proctopexy (eg, for prolapse); abdominal approach",10.16,,090,
45541,"Proctopexy (eg, for prolapse); perineal approach",9.69,,090,
45550,"Proctopexy (eg, for prolapse); with sigmoid resection, abdominal approach",12.26,,090,
45560,Repair of rectocele (separate procedure),3.97,,090,
45562,"Exploration, repair, and presacral drainage for rectal injury;",,11.10,090,
45563,"Exploration, repair, and presacral drainage for rectal injury; with colostomy",12.26,,090,
45800,Closure of rectovesical fistula;,11.10,,090,
45805,Closure of rectovesical fistula; with colostomy,,12.26,090,
45820,Closure of rectourethral fistula;,11.10,,090,
45825,Closure of rectourethral fistula; with colostomy,,12.26,090,
45900,Reduction of procidentia (separate procedure) under anesthesia,,0.70,010,
45905,Dilation of anal sphincter (separate procedure) under anesthesia other,than local,1.05,010,
45910,Dilation of rectal stricture (separate procedure) under anesthesia other than local,,1.99,010,
45915,Removal of fecal impaction or foreign body (separate procedure) under anesthe- sia,1.99,,010,
45990,"Anorectal exam, surgical, requiring anesthesia (general, spinal, or epidural), diag- nostic",1.05,,000,
45999,"Unlisted procedure, rectum",BR,,YYY,
46020,Placement of seton,0.58,,010,
46030,"Removal of anal seton, other marker",0.58,,010,
46040,Incision and drainage of ischiorectal and/or perirectal abscess (separate,proce-,2.22,090,
