,Code,Description,Relative Value,FUD,PC/TC Split
,58542,"Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",7.02,090,
,58543,"Laparoscopy, surgical, supracervical hysterectomy, for uterus greater than 250 g;",7.12,090,
,58544,"Laparoscopy, surgical, supracervical hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)",7.96,090,
,58545,"Laparoscopy, surgical, myomectomy, excision; 1 to 4 intramural myomas with total weight of 250 g or less and/or removal of surface myomas",6.70,090,
,58546,"Laparoscopy, surgical, myomectomy, excision; 5 or more intramural myomas and/or intramural myomas with total weight greater than 250 g",8.05,090,
,58548,"Laparoscopy, surgical, with radical hysterectomy, with bilateral total pelvic lymph- adenectomy and para-aortic lymph node sampling (biopsy), with removal of tube(s) and ovary(s), if performed",12.17,090,
,58550,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less;",9.46,090,
,58552,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",8.80,090,
,58553,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g;",10.58,090,
,58554,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)",11.33,090,
,58555,"Hysteroscopy, diagnostic (separate procedure)",2.72,000,
,58558,"Hysteroscopy, surgical; with sampling (biopsy) of endometrium and/or polypec- tomy, with or withoutD& C",4.40,000,
,58559,"Hysteroscopy, surgical; with lysis of intrauterine adhesions (any method)",5.24,000,
,58560,"Hysteroscopy, surgical; with division or resection of intrauterine septum (any method)",5.71,000,
,58561,"Hysteroscopy, surgical; with removal of leiomyomata",6.74,000,
,58562,"Hysteroscopy, surgical; with removal of impacted foreign body",5.06,000,
,58563,"Hysteroscopy, surgical; with endometrial ablation (eg, endometrial resection, electrosurgical ablation, thermoablation)",7.49,000,
,58565,"Hysteroscopy, surgical; with bilateral fallopian tube cannulation to induce occlu- sion by placement of permanent implants",6.56,090,
,58570,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less;",7.02,090,
,58571,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",7.87,090,
,58572,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g;",8.43,090,
,58573,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)",9.83,090,
■,58575,"Laparoscopy, surgical, total hysterectomy for resection of malignancy (tumor debulking), with omentectomy including salpingo-oophorectomy, unilateral or bilateral, when performed",16.86,090,
,58578,"Unlisted laparoscopy procedure, uterus",BR,YYY,
,58579,"Unlisted hysteroscopy procedure, uterus",BR,YYY,
,58600,"Ligation or transection of fallopian tube(s), abdominal or vaginal approach, unilat- eral or bilateral",4.40,090,
,58605,"Ligation or transection of fallopian tube(s), abdominal or vaginal approach, post- partum, unilateral or bilateral, during same hospitalization (separate procedure)",3.79,090,
+,58611,Ligation or transection of fallopian tube(s) when done at the time of cesarean delivery or intra-abdominal surgery (not a separate procedure) (List separately in addition to code for primary procedure),2.11,ZZZ,
,58615,"Occlusion of fallopian tube(s) by device (eg, band, clip, Falope ring) vaginal or suprapubic approach",4.21,010,
,58660,"Laparoscopy, surgical; with lysis of adhesions (salpingolysis, ovariolysis) (sepa- rate procedure)",6.84,090,
,58661,"Laparoscopy, surgical; with removal of adnexal structures (partial or total oopho- rectomy and/or salpingectomy)",6.56,010,
