Code,Description,Relative Value,FUD,PC/TC Split
23190,"Ostectomy of scapula, partial (eg, superior medial angle)",7.77,090,
23195,"Resection, humeral head",6.47,090,
23200,Radical resection of tumor; clavicle,8.63,090,
23210,Radical resection of tumor; scapula,10.79,090,
23220,"Radical resection of tumor, proximal humerus",12.94,090,
23330,"Removal of foreign body, shoulder; subcutaneous",3.95,010,
23333,"Removal of foreign body, shoulder; deep (subfascial or intramuscular)",4.9,090,
23334,"Removal of prosthesis, includes debridement and synovectomy when performed; humeral or glenoid component",11.35,090,
23335,"Removal of prosthesis, includes debridement and synovectomy when performed; humeral and glenoid components (eg, total shoulder)",13.51,090,
23350,Injection procedure for shoulder arthrography or enhanced CT/MRI shoulder arthrography,0.52,000,
23395,"Muscle transfer, any type, shoulder or upper arm; single",13.34,090,
23397,"Muscle transfer, any type, shoulder or upper arm; multiple",14.33,090,
23400,"Scapulopexy (eg, Sprengels deformity or for paralysis)",14.33,090,
23405,"Tenotomy, shoulder area; single tendon",5.24,090,
23406,"Tenotomy, shoulder area; multiple tendons through same incision",7.9,090,
23410,"Repair of ruptured musculotendinous cuff (eg, rotator cuff) open; acute",9.19,090,
23412,"Repair of ruptured musculotendinous cuff (eg, rotator cuff) open; chronic",10.37,090,
23415,"Coracoacromial ligament release, with or without acromioplasty",3.95,090,
23420,"Reconstruction of complete shoulder (rotator) cuff avulsion, chronic (includes acromioplasty)",11.86,090,
23430,Tenodesis of long tendon of biceps,7.9,090,
23440,Resection or transplantation of long tendon of biceps,7.9,090,
23450,"Capsulorrhaphy, anterior; Putti-Platt procedure or Magnuson type operation",10.87,090,
23455,"Capsulorrhaphy, anterior; with labral repair (eg, Bankart procedure)",12.35,090,
23460,"Capsulorrhaphy, anterior, any type; with bone block",13.34,090,
23462,"Capsulorrhaphy, anterior, any type; with coracoid process transfer",11.86,090,
23465,"Capsulorrhaphy, glenohumeral joint, posterior, with or without bone block",11.36,090,
23466,"Capsulorrhaphy, glenohumeral joint, any type multi-directional instability",12.48,090,
23470,"Arthroplasty, glenohumeral joint; hemiarthroplasty",12.84,090,
23472,"Arthroplasty, glenohumeral joint; total shoulder (glenoid and proximal humeral replacement (eg, total shoulder))",19.76,090,
23473,"Revision of total shoulder arthroplasty, including allograft when performed; humeral or glenoid component",17.15,090,
23474,"Revision of total shoulder arthroplasty, including allograft when performed; humeral and glenoid component",18.52,090,
23480,"Osteotomy, clavicle, with or without internal fixation;",6.62,090,
23485,"Osteotomy, clavicle, with or without internal fixation; with bone graft for nonunion or malunion (includes obtaining graft and/or necessary fixation)",7.9,090,
23490,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl- methacrylate; clavicle",6.14,090,
23491,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl- methacrylate; proximal humerus",7.67,090,
23500,Closed treatment of clavicular fracture; without manipulation,1.29,090,
23505,Closed treatment of clavicular fracture; with manipulation,1.94,090,
23515,"Open treatment of clavicular fracture, includes internal fixation, when performed",7.77,090,
