Code,Description,Relative Value,FUD,PC/TC Split
■ 67113,"Repair of complex retinal detachment (eg, proliferative vitreoretinopathy, stage C-1 or greater, diabetic traction retinal detachment, retinopathy of prematurity, retinal tear of greater than 90 degrees), with vitrectomy and membrane peeling, including, when performed, air, gas, or silicone oil tamponade, cryotherapy, endo- laser photocoagulation, drainage of subretinal fluid, scleral buckling, and/or removal of lens",16.39,090,
67115,Release of encircling material (posterior segment),3.56,090,
67120,"Removal of implanted material, posterior segment; extraocular",4.50,090,
67121,"Removal of implanted material, posterior segment; intraocular",5.15,090,
67141,"Prophylaxis of retinal detachment (eg, retinal break, lattice degeneration) without drainage, 1 or more sessions; cryotherapy, diathermy",4.96,090,
67145,"Prophylaxis of retinal detachment (eg, retinal break, lattice degeneration) without drainage, 1 or more sessions; photocoagulation (laser or xenon arc)",5.15,090,
67208,"Destruction of localized lesion of retina (eg, macular edema, tumors), 1 or more sessions; cryotherapy, diathermy 5.15",,090,
67210,"Destruction of localized lesion of retina (eg, macular edema, tumors), 1 or more sessions; photocoagulation",5.34,090,
67218,"Destruction of localized lesion of retina (eg, macular edema, tumors), 1 or more sessions; radiation by implantation of source (includes removal of source)",10.30,090,
67220,"Destruction of localized lesion of choroid (eg, choroidal neovascularization); pho- tocoagulation (eg, laser), 1 or more sessions",5.34,090,
67221,"Destruction of localized lesion of choroid (eg, choroidal neovascularization); pho- todynamic therapy (includes intravenous infusion)",1.73,000,
+ 67225,"Destruction of localized lesion of choroid (eg, choroidal neovascularization); pho- todynamic therapy, second eye, at single session (List separately in addition to code for primary eye treatment)",0.89,ZZZ,
■ 67227,"Destruction of extensive or progressive retinopathy (eg, diabetic retinopathy), cryotherapy, diathermy",5.53,010,
■ 67228,"Treatment of extensive or progressive retinopathy (eg, diabetic retinopathy), pho- tocoagulation",5.71,010,
67229,"Treatment of extensive or progressive retinopathy, 1 or more sessions, preterm infant (less than 37 weeks gestation at birth), performed from birth up to 1 year of age (eg, retinopathy of prematurity), photocoagulation or cryotherapy",5.90,090,
67250,Scleral reinforcement (separate procedure); without graft,7.49,090,
67255,Scleral reinforcement (separate procedure); with graft,9.37,090,
67299,"Unlisted procedure, posterior segment",BR,YYY,
67311,"Strabismus surgery, recession or resection procedure; 1 horizontal muscle",5.62,090,
67312,"Strabismus surgery, recession or resection procedure; 2 horizontal muscles",7.02,090,
67314,"Strabismus surgery, recession or resection procedure; 1 vertical muscle (exclud- ing superior oblique)",6.18,090,
67316,"Strabismus surgery, recession or resection procedure; 2 or more vertical muscles (excluding superior oblique)",7.73,090,
67318,"Strabismus surgery, any procedure, superior oblique muscle",7.02,090,
+ 67320,"Transposition procedure (eg, for paretic extraocular muscle), any extraocular muscle (specify) (List separately in addition to code for primary procedure)",7.82,ZZZ,
+ 67331,Strabismus surgery on patient with previous eye surgery or injury that did not involve the extraocular muscles (List separately in addition to code for primary procedure),3.28,ZZZ,
+ 67332,"Strabismus surgery on patient with scarring of extraocular muscles (eg, prior ocu- lar injury, strabismus or retinal detachment surgery) or restrictive myopathy (eg, dysthyroid ophthalmopathy) (List separately in addition to code for primary proce- dure)",3.98,ZZZ,
+ 67334,"Strabismus surgery by posterior fixation suture technique, with or without muscle recession (List separately in addition to code for primary procedure)",6.18,ZZZ,
