,Code,Description,Relative Value,FUD,PC/TC Split
,69676,Tympanic neurectomy,6.56,090,
,69700,"Closure postauricular fistula, mastoid (separate procedure)",2.81,090,
,69710,Implantation or replacement of electromagnetic bone conduction hearing device in temporal bone,BR,XXX,
,69711,Removal or repair of electromagnetic bone conduction hearing device in temporal bone,7.68,090,
,69714,"Implantation, osseointegrated implant, temporal bone, with percutaneous attach- ment to external speech processor/cochlear stimulator; without mastoidectomy",9.27,090,
,69715,"Implantation, osseointegrated implant, temporal bone, with percutaneous attach- ment to external speech processor/cochlear stimulator; with mastoidectomy",11.09,090,
,69717,"Replacement (including removal of existing device), osseointegrated implant, tem- poral bone, with percutaneous attachment to external speech processor/cochlear stimulator; without mastoidectomy",9.55,090,
,69718,"Replacement (including removal of existing device), osseointegrated implant, tem- poral bone, with percutaneous attachment to external speech processor/cochlear stimulator; with mastoidectomy",11.46,090,
,69720,"Decompression facial nerve, intratemporal; lateral to geniculate ganglion",11.24,090,
,69725,"Decompression facial nerve, intratemporal; including medial to geniculate gan- glion",18.73,090,
,69740,"Suture facial nerve, intratemporal, with or without graft or decompression; lateral to geniculate ganglion",13.11,090,
,69745,"Suture facial nerve, intratemporal, with or without graft or decompression; includ- ing medial to geniculate ganglion",18.73,090,
,69799,"Unlisted procedure, middle ear",BR,YYY,
,69801,"Labyrinthotomy, with perfusion of vestibuloactive drug(s), transcanal",8.43,000,
,69805,Endolymphatic sac operation; without shunt,11.24,090,
,69806,Endolymphatic sac operation; with shunt,13.49,090,
,69905,Labyrinthectomy; transcanal,9.37,090,
,69910,Labyrinthectomy; with mastoidectomy,11.24,090,
,69915,"Vestibular nerve section, translabyrinthine approach",16.86,090,
,69930,"Cochlear device implantation, with or without mastoidectomy",13.11,090,
,69949,"Unlisted procedure, inner ear",BR,YYY,
,69950,"Vestibular nerve section, transcranial approach",18.73,090,
,69955,Total facial nerve decompression and/or repair (may include graft),18.73,090,
,69960,Decompression internal auditory canal,18.73,090,
,69970,"Removal of tumor, temporal bone",23.41,090,
,69979,"Unlisted procedure, temporal bone, middle fossa approach",BR,YYY,
+,69990,"Microsurgical techniques, requiring use of operating microscope (List separately in addition to code for primary procedure)",1.98,ZZZ,
