,Code,Description,Relative Value,FUD,PC/TC Split
,59898,"Unlisted laparoscopy procedure, maternity care and delivery",BR,YYY,
,59899,"Unlisted procedure, maternity care and delivery",BR,YYY,
,60000,"Incision and drainage of thyroglossal duct cyst, infected",0.56,010,
,60100,"Biopsy thyroid, percutaneous core needle",0.75,000,
,60200,"Excision of cyst or adenoma of thyroid, or transection of isthmus",5.15,090,
,60210,"Partial thyroid lobectomy, unilateral; with or without isthmusectomy",7.02,090,
,60212,"Partial thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, includ- ing isthmusectomy",7.96,090,
,60220,"Total thyroid lobectomy, unilateral; with or without isthmusectomy",6.84,090,
,60225,"Total thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, includ- ing isthmusectomy",8.52,090,
,60240,"Thyroidectomy, total or complete",8.43,090,
,60252,"Thyroidectomy, total or subtotal for malignancy; with limited neck dissection",12.17,090,
,60254,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection",14.98,090,
,60260,"Thyroidectomy, removal of all remaining thyroid tissue following previous removal of a portion of thyroid",7.77,090,
,60270,"Thyroidectomy, including substernal thyroid; sternal split or transthoracic approach",9.83,090,
,60271,"Thyroidectomy, including substernal thyroid; cervical approach",8.43,090,
,60280,Excision of thyroglossal duct cyst or sinus;,5.62,090,
,60281,Excision of thyroglossal duct cyst or sinus; recurrent,5.90,090,
,60300,"Aspiration and/or injection, thyroid cyst",0.94,000,
,60500,Parathyroidectomy or exploration of parathyroid(s);,8.62,090,
,60502,Parathyroidectomy or exploration of parathyroid(s); re-exploration,9.46,090,
,60505,"Parathyroidectomy or exploration of parathyroid(s); with mediastinal exploration, sternal split or transthoracic approach",11.24,090,
+,60512,Parathyroid autotransplantation (List separately in addition to code for primary procedure),1.72,ZZZ,
,60520,"Thymectomy, partial or total; transcervical approach (separate procedure)",9.65,090,
,60521,"Thymectomy, partial or total; sternal split or transthoracic approach, without radi- cal mediastinal dissection (separate procedure)",9.83,090,
,60522,"Thymectomy, partial or total; sternal split or transthoracic approach, with radical mediastinal dissection (separate procedure)",12.22,090,
,60540,"Adrenalectomy, partial or complete, or exploration of adrenal gland with or with- out biopsy, transabdominal, lumbar or dorsal (separate procedure);",9.13,090,
,60545,"Adrenalectomy, partial or complete, or exploration of adrenal gland with or with- out biopsy, transabdominal, lumbar or dorsal (separate procedure); with excision of adjacent retroperitoneal tumor",11.71,090,
,60600,Excision of carotid body tumor; without excision of carotid artery,9.37,090,
,60605,Excision of carotid body tumor; with excision of carotid artery,10.77,090,
,60650,"Laparoscopy, surgical, with adrenalectomy, partial or complete, or exploration of adrenal gland with or without biopsy, transabdominal, lumbar or dorsal",8.86,090,
,60659,"Unlisted laparoscopy procedure, endocrine system",BR,YYY,
,60699,"Unlisted procedure, endocrine system",BR,YYY,
,61000,"Subdural tap through fontanelle, or suture, infant, unilateral or bilateral; initial",0.91,000,
,61001,"Subdural tap through fontanelle, or suture, infant, unilateral or bilateral; subse- quent taps",0.64,000,
,61020,"Ventricular puncture through previous burr hole, fontanelle, suture, or implanted",1.00,000,
