Code,Description,Relative Value,FUD,PC/TC Split
35361,"Thromboendarterectomy, including patch graft, if performed; combined aortoiliac",13.58,090,
35363,"Thromboendarterectomy, including patch graft, if performed; combined aortoil- iofemoral",14.98,090,
35371,"Thromboendarterectomy, including patch graft, if performed; common femoral",9.37,090,
35372,"Thromboendarterectomy, including patch graft, if performed; deep (profunda) fem- oral",9.37,090,
35390,"Reoperation, carotid, thromboendarterectomy, more than 1 month after original operation (List separately in addition to code for primary procedure)",2.42,ZZZ,
35400,Angioscopy (noncoronary vessels or grafts) during therapeutic intervention (List separately in addition to code for primary procedure),1.47,ZZZ,
35500,"Harvest of upper extremity vein, 1 segment, for lower extremity or coronary artery bypass procedure (List separately in addition to code for primary procedure)",2.81,ZZZ,
35501,"Bypass graft, with vein; common carotid-ipsilateral internal carotid",11.24,090,
35506,"Bypass graft, with vein; carotid-subclavian or subclavian-carotid",11.24,090,
35508,"Bypass graft, with vein; carotid-vertebral",12.64,090,
35509,"Bypass graft, with vein; carotid-contralateral carotid",11.24,090,
35510,"Bypass graft, with vein; carotid-brachial",12.18,090,
35511,"Bypass graft, with vein; subclavian-subclavian",11.24,090,
35512,"Bypass graft, with vein; subclavian-brachial",12.18,090,
35515,"Bypass graft, with vein; subclavian-vertebral",12.64,090,
35516,"Bypass graft, with vein; subclavian-axillary",11.24,090,
35518,"Bypass graft, with vein; axillary-axillary",13.11,090,
35521,"Bypass graft, with vein; axillary-femoral",11.24,090,
35522,"Bypass graft, with vein; axillary-brachial",11.24,090,
35523,"Bypass graft, with vein; brachial-ulnar or -radial",11.24,090,
35525,"Bypass graft, with vein; brachial-brachial",11.24,090,
35526,"Bypass graft, with vein; aortosubclavian, aortoinnominate, or aortocarotid",12.46,090,
35531,"Bypass graft, with vein; aortoceliac or aortomesenteric",12.92,090,
35533,"Bypass graft, with vein; axillary-femoral-femoral",16.39,090,
35535,"Bypass graft, with vein; hepatorenal",12.92,090,
35536,"Bypass graft, with vein; splenorenal",12.46,090,
35537,"Bypass graft, with vein; aortoiliac",14.05,090,
35538,"Bypass graft, with vein; aortobi-iliac",17.33,090,
35539,"Bypass graft, with vein; aortofemoral",16.39,090,
35540,"Bypass graft, with vein; aortobifemoral",18.73,090,
35556,"Bypass graft, with vein; femoral-popliteal",12.17,090,
35558,"Bypass graft, with vein; femoral-femoral",11.24,090,
35560,"Bypass graft, with vein; aortorenal",14.05,090,
35563,"Bypass graft, with vein; ilioiliac",11.71,090,
35565,"Bypass graft, with vein; iliofemoral",11.71,090,
35566,"Bypass graft, with vein; femoral-anterior tibial, posterior tibial, peroneal artery or other distal vessels",14.05,090,
35570,"Bypass graft, with vein; tibial-tibial, peroneal-tibial, or tibial/peroneal trunk-tibial",11.52,090,
35571,"Bypass graft, with vein; popliteal-tibial, -peroneal artery or other distal vessels",14.05,090,
35572,"Harvest of femoropopliteal vein, 1 segment, for vascular reconstruction procedure (eg, aortic, vena caval, coronary, peripheral artery) (List separately in addition to",4.59,ZZZ,
code 35583,for primary procedure) In-situ vein bypass; femoral-popliteal,12.83,090,
