Code,Description,Relative Value,FUD,PC/TC Split
26230,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteo- myelitis); metacarpal",3.26,090,
26235,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteo- myelitis); proximal or middle phalanx of finger",3.45,090,
26236,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteo- myelitis); distal phalanx of finger",3.23,090,
26250,"Radical resection of tumor, metacarpal",5.18,090,
26260,"Radical resection of tumor, proximal or middle phalanx of finger",4.94,090,
26262,"Radical resection of tumor, distal phalanx of finger",4.94,090,
26320,Removal of implant from finger or hand,3.23,090,
26340,"Manipulation, finger joint, under anesthesia, each joint",2.5,090,
26341,"Manipulation, palmar fascial cord (ie, Dupuytren's cord), post enzyme injection (eg, collagenase), single cord",0.98,010,
26350,"Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); primary or secondary without free graft, each tendon",5.28,090,
26352,"Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); secondary with free graft (includes obtaining graft), each ten- don",8.2,090,
26356,"Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); primary, without free graft, each tendon",7.25,090,
26357,"Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); secondary, without free graft, each tendon",8.8,090,
26358,"Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); secondary, with free graft (includes obtaining graft), each tendon",9.83,090,
26370,"Repair or advancement of profundus tendon, with intact superficialis tendon; pri- mary, each tendon",4.15,090,
26372,"Repair or advancement of profundus tendon, with intact superficialis tendon; sec- ondary with free graft (includes obtaining graft), each tendon",4.54,090,
26373,"Repair or advancement of profundus tendon, with intact superficialis tendon; sec- ondary without free graft, each tendon",4.15,090,
26390,"Excision flexor tendon, with implantation of synthetic rod for delayed tendon graft, hand or finger, each rod",6.21,090,
26392,"Removal of synthetic rod and insertion of flexor tendon graft, hand or finger (includes obtaining graft), each rod",7.25,090,
26410,"Repair, extensor tendon, hand, primary or secondary; without free graft, each ten- don",1.78,090,
26412,"Repair, extensor tendon, hand, primary or secondary; with free graft (includes obtaining graft), each tendon",4.15,090,
26415,"Excision of extensor tendon, with implantation of synthetic rod for delayed tendon graft, hand or finger, each rod",4.55,090,
26416,"Removal of synthetic rod and insertion of extensor tendon graft (includes obtain- ing graft), hand or finger, each rod",4.86,090,
26418,"Repair, extensor tendon, finger, primary or secondary; without free graft, each ten- don",2.07,090,
26420,"Repair, extensor tendon, finger, primary or secondary; with free graft (includes obtaining graft) each tendon",4.15,090,
26426,"Repair of extensor tendon, central slip, secondary (eg, boutonniere deformity); using local tissue(s), including lateral band(s), each finger",5.18,090,
26428,"Repair of extensor tendon, central slip, secondary (eg, boutonniere deformity); with free graft (includes obtaining graft), each finger",7.25,090,
26432,"Closed treatment of distal extensor tendon insertion, with or without percutaneous pinning (eg, mallet finger)",3.23,090,
26433,"Repair of extensor tendon, distal insertion, primary or secondary; without graft",3.67,090,
