,Code,Description,Relative Value,FUD,PC/TC Split
,63615,"Stereotactic biopsy, aspiration, or excision of lesion, spinal cord",11.82,090,
,63620,"Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); 1 spi- nal lesion",6.18,090,
+,63621,"Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); each additional spinal lesion (List separately in addition to code for primary procedure)",2,ZZZ,
,63650,"Percutaneous implantation of neurostimulator electrode array, epidural",13.36,010,
,63655,"Laminectomy for implantation of neurostimulator electrodes, plate/paddle, epi- dural",15.27,090,
,63661,"Removal of spinal neurostimulator electrode percutaneous array(s), including flu- oroscopy, when performed",6.36,010,
,63662,"Removal of spinal neurostimulator electrode plate/paddle(s) placed via laminot- omy or laminectomy, including fluoroscopy, when performed",11.36,090,
,63663,"Revision including replacement, when performed, of spinal neurostimulator elec- trode percutaneous array(s), including fluoroscopy, when performed",9.27,010,
,63664,"Revision including replacement, when performed, of spinal neurostimulator elec- trode plate/paddle(s) placed via laminotomy or laminectomy, including fluoros- copy, when performed",12.46,090,
,63685,"Insertion or replacement of spinal neurostimulator pulse generator or receiver, direct or inductive coupling",5.5,010,
,63688,Revision or removal of implanted spinal neurostimulator pulse generator or receiver,4.55,010,
,63700,Repair of meningocele; less than 5 cm diameter,10.91,090,
,63702,Repair of meningocele; larger than 5 cm diameter,11.82,090,
,63704,Repair of myelomeningocele; less than 5 cm diameter,12.73,090,
,63706,Repair of myelomeningocele; larger than 5 cm diameter,13.18,090,
,63707,"Repair of dural/cerebrospinal fluid leak, not requiring laminectomy",13.64,090,
,63709,"Repair of dural/cerebrospinal fluid leak or pseudomeningocele, with laminectomy",14.55,090,
,63710,"Dural graft, spinal",12.73,090,
,63740,"Creation of shunt, lumbar, subarachnoid-peritoneal, -pleural, or other; including laminectomy",10.91,090,
,63741,"Creation of shunt, lumbar, subarachnoid-peritoneal, -pleural, or other; percutane- ous, not requiring laminectomy",5.91,090,
,63744,"Replacement, irrigation or revision of lumbosubarachnoid shunt",5.45,090,
,63746,Removal of entire lumbosubarachnoid shunt system without replacement,4.09,090,
,64400,"Injection, anesthetic agent; trigeminal nerve, any division or branch",0.41,000,
,64402,"Injection, anesthetic agent; facial nerve",0.55,000,
,64405,"Injection, anesthetic agent; greater occipital nerve",0.64,000,
,64408,"Injection, anesthetic agent; vagus nerve",0.55,000,
,64410,"Injection, anesthetic agent; phrenic nerve",0.55,000,
,64413,"Injection, anesthetic agent; cervical plexus",0.73,000,
,64415,"Injection, anesthetic agent; brachial plexus, single",0.68,000,
,64416,"Injection, anesthetic agent; brachial plexus, continuous infusion by catheter (including catheter placement)",0.45,000,
,64417,"Injection, anesthetic agent; axillary nerve",0.68,000,
,64418,"Injection, anesthetic agent; suprascapular nerve",0.64,000,
,64420,"Injection, anesthetic agent; intercostal nerve, single",0.73,000,
,64421,"Injection, anesthetic agent; intercostal nerves, multiple, regional block",1.14,000,
,64425,"Injection, anesthetic agent; ilioinguinal, iliohypogastric nerves",0.77,000,
,64430,"Injection, anesthetic agent; pudendal nerve",0.59,000,
