Code,Description,Relative Value,FUD,PC/TC Split
26037,"Decompressive fasciotomy, hand (excludes 26035)",3.88,090,
26040,"Fasciotomy, palmar (eg, Dupuytren's contracture); percutaneous",3.23,090,
26045,"Fasciotomy, palmar (eg, Dupuytren's contracture); open, partial",3.67,090,
26055,"Tendon sheath incision (eg, for trigger finger)",3.23,090,
26060,"Tenotomy, percutaneous, single, each digit",3.23,090,
26070,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; carpo- metacarpal joint",3.26,090,
26075,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; meta- carpophalangeal joint, each",3.23,090,
26080,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; inter- phalangeal joint, each",3.23,090,
26100,"Arthrotomy with biopsy; carpometacarpal joint, each",3.26,090,
26105,"Arthrotomy with biopsy; metacarpophalangeal joint, each",2.47,090,
26110,"Arthrotomy with biopsy; interphalangeal joint, each",3.23,090,
26111,"Excision, tumor or vascular malformation, soft tissue of hand or finger, subcutane- ous; 1.5 cm or greater",2.74,090,
26113,"Excision, tumor, soft tissue, or vascular malformation, of hand or finger, subfascial (eg, intramuscular); 1.5 cm or greater",4.19,090,
26115,"Excision, tumor or vascular malformation, soft tissue of hand or finger, subcutane- ous; less than 1.5 cm",2.07,090,
26116,"Excision, tumor, soft tissue, or vascular malformation, of hand or finger, subfascial (eg, intramuscular); less than 1.5 cm",3.31,090,
26117,"Radical resection of tumor (eg, sarcoma), soft tissue of hand or finger; less than 3 cm",10.74,090,
26118,"Radical resection of tumor (eg, sarcoma), soft tissue of hand or finger; 3 cm or greater",8.28,090,
26121,"Fasciectomy, palm only, with or without Z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft)",6.65,090,
26123,"Fasciectomy, partial palmar with release of single digit including proximal inter- phalangeal joint, with or without Z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft);",6.62,090,
26125,"Fasciectomy, partial palmar with release of single digit including proximal inter- phalangeal joint, with or without Z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft); each additional digit (List separately in addition to code for primary procedure)",3.23,ZZZ,
26130,"Synovectomy, carpometacarpal joint",4.15,090,
26135,"Synovectomy, metacarpophalangeal joint including intrinsic release and extensor hood reconstruction, each digit",4.94,090,
26140,"Synovectomy, proximal interphalangeal joint, including extensor reconstruction, each interphalangeal joint",4.15,090,
26145,"Synovectomy, tendon sheath, radical (tenosynovectomy), flexor tendon, palm and/or finger, each tendon",4.94,090,
26160,"Excision of lesion of tendon sheath or joint capsule (eg, cyst, mucous cyst, or gan- glion), hand or finger",3.23,090,
26170,"Excision of tendon, palm, flexor or extensor, single, each tendon",3.23,090,
26180,"Excision of tendon, finger, flexor or extensor, each tendon",3.23,090,
26185,"Sesamoidectomy, thumb or finger (separate procedure)",2.76,090,
26200,Excision or curettage of bone cyst or benign tumor of metacarpal;,4.15,090,
26205,Excision or curettage of bone cyst or benign tumor of metacarpal; with autograft (includes obtaining graft),5.34,090,
26210,"Excision or curettage of bone cyst or benign tumor of proximal, middle, or distal phalanx of finger;",3.75,090,
26215,"Excision or curettage of bone cyst or benign tumor of proximal, middle, or distal phalanx of finger; with autograft (includes obtaining graft)",4.94,090,
