Code,Description,Relative Value,FUD,PC/TC Split
47371,"Laparoscopy, surgical, ablation of 1 or more liver tumor(s); cryosurgical 11.01",,090,
47379,"Unlisted laparoscopic procedure, liver",BR,YYY,
47380,"Ablation, open, of 1 or more liver tumor(s); radiofrequency",12.50,090,
47381,"Ablation, open, of 1 or more liver tumor(s); cryosurgical",12.96,090,
47382,"Ablation, 1 or more liver tumor(s), percutaneous, radiofrequency",6.92,010,
■ 47383,"Ablation, 1 or more liver tumor(s), percutaneous, cryoablation",55.23,010,
47399,"Unlisted procedure, liver",BR,YYY,
47400,"Hepaticotomy or hepaticostomy with exploration, drainage, or removal of calculus",11.68,090,
47420,"Choledochotomy or choledochostomy with exploration, drainage, or removal of calculus, with or without cholecystotomy; without transduodenal sphincterotomy or sphincteroplasty",9.93,090,
47425,"Choledochotomy or choledochostomy with exploration, drainage, or removal of calculus, with or without cholecystotomy; with transduodenal sphincterotomy or sphincteroplasty",12.91,090,
47460,"Transduodenal sphincterotomy or sphincteroplasty, with or without transduodenal extraction of calculus (separate procedure)",9.93,090,
47480,"Cholecystotomy or cholecystostomy, open, with exploration, drainage, or removal of calculus (separate procedure)",7.94,090,
47490,"Cholecystostomy, percutaneous, complete procedure, including imaging guid- ance, catheter placement, cholecystogram when performed, and radiological supervision and interpretation",3.50,010,
■ 47531,"Injection procedure for cholangiography, percutaneous, complete diagnostic pro- cedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation; existing access",2.55,000,
■ 47532,"Injection procedure for cholangiography, percutaneous, complete diagnostic pro- cedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation; new access (eg, percuta- neous transhepatic cholangiogram)",6.41,000,
■ 47533,"Placement of biliary drainage catheter, percutaneous, including diagnostic chol- angiography when performed, imaging guidance (eg, ultrasound and/or fluoros- copy), and all associated radiological supervision and interpretation; external",9.91,000,
■ 47534,"Placement of biliary drainage catheter, percutaneous, including diagnostic chol- angiography when performed, imaging guidance (eg, ultrasound and/or fluoros- copy), and all associated radiological supervision and interpretation; internal-external",11.84,000,
■ 47535,"Conversion of external biliary drainage catheter to internal-external biliary drain- age catheter, percutaneous, including diagnostic cholangiography when per- formed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",8.18,000,
■ 47536,"Exchange of biliary drainage catheter (eg, external, internal-external, or conver- sion of internal-external to external only), percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",5.55,000,
■ 47537,"Removal of biliary drainage catheter, percutaneous, requiring fluoroscopic guid- ance (eg, with concurrent indwelling biliary stents), including diagnostic cholangi- ography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",2.95,000,
■ 47538,"Placement of stent(s) into a bile duct, percutaneous, including diagnostic cholan- giography, imaging guidance (eg, fluoroscopy and/or ultrasound), balloon dilation, catheter exchange(s) and catheter removal(s) whenperformed, and all associated radiological supervision and interpretation; existing access",34.77,000,
■ 47539,"Placement of stent(s) into a bile duct, percutaneous, including diagnostic cholan- giography, imaging guidance (eg, fluoroscopy and/or ultrasound), balloon dilation, catheter exchange(s) and catheter removal(s) whenperformed, and all associated radiological supervision and interpretation; new access, without placement of separate biliary drainage catheter",38.53,000,
