Code,Description,Relative Value,FUD,PC/TC Split
"27686 Lengthening or shortening of incision), each","tendon, leg or ankle; multiple tendons (through same",6.04,090,
"27687 Gastrocnemius recession (eg, Strayer",procedure),4.64,090,
27690,"Transfer or transplant of single tendon (with muscle redirection or rerouting); superficial (eg, anterior tibial extensors into midfoot)",6.04,090,
27691,"Transfer or transplant of single tendon (with muscle redirection or rerouting); deep (eg, anterior tibial or posterior tibial through interosseous space, flexor digitorum longus, flexor hallucis longus, or peroneal tendon to midfoot or hindfoot)",7.33,090,
27692,Transfer or transplant of single tendon (with muscle redirection or rerouting); each additional tendon (List separately in addition to code for primary procedure),1.73,ZZZ,
27695,"Repair, primary, disrupted ligament, ankle; collateral",6.62,090,
27696,"Repair, primary, disrupted ligament, ankle; both collateral ligaments",9.19,090,
27698,"Repair, secondary, disrupted ligament, ankle, collateral (eg, Watson-Jones proce- dure)",9.19,090,
27700,"Arthroplasty, ankle;",7.77,090,
27702,"Arthroplasty, ankle; with implant (total ankle)",15.1,090,
27703,"Arthroplasty, ankle; revision, total ankle",14.83,090,
27704,Removal of ankle implant,9.19,090,
27705,Osteotomy; tibia,12.07,090,
27707,Osteotomy; fibula,5.18,090,
27709,Osteotomy; tibia and fibula,14.66,090,
27712,"Osteotomy; multiple, with realignment on intramedullary rod (eg, Sofield type pro- cedure)",11.36,090,
27715,"Osteoplasty, tibia and fibula, lengthening or shortening",15.81,090,
27720,"Repair of nonunion or malunion, tibia; without graft, (eg, compression technique)",12.94,090,
27722,"Repair of nonunion or malunion, tibia; with sliding graft",14.24,090,
27724,"Repair of nonunion or malunion, tibia; with iliac or other autograft (includes obtain- ing graft)",15.53,090,
27725,"Repair of nonunion or malunion, tibia; by synostosis, with fibula, any method",15.53,090,
27726,Repair of fibula nonunion and/or malunion with internal fixation,9.63,090,
27727,"Repair of congenital pseudarthrosis, tibia",12.94,090,
27730,"Arrest, epiphyseal (epiphysiodesis), open; distal tibia",5.18,090,
27732,"Arrest, epiphyseal (epiphysiodesis), open; distal fibula",4.14,090,
"27734 Arrest,","epiphyseal (epiphysiodesis), open; distal tibia and fibula",7.25,090,
27740,"Arrest, epiphyseal (epiphysiodesis), any method, combined, proximal and distal tibia and fibula;",12.94,090,
27742,"Arrest, epiphyseal (epiphysiodesis), any method, combined, proximal and distal tibia and fibula; and distal femur",14.33,090,
27745,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl- methacrylate, tibia",8.69,090,
27750,Closed treatment of tibial shaft fracture (with or without fibular fracture); without manipulation,3.95,090,
27752,"Closed treatment of tibial shaft fracture (with or without fibular fracture); with manipulation, with or without skeletal traction",4.48,090,
27756,"Percutaneous skeletal fixation of tibial shaft fracture (with or without fibular frac- ture) (eg, pins or screws)",7.77,090,
27758,"Open treatment of tibial shaft fracture (with or without fibular fracture), with plate/screws, with or without cerclage",12.94,090,
27759,"Treatment of tibial shaft fracture (with or without fibular fracture) by intramedul- lary implant, with or without interlocking screws and/or cerclage",12.94,090,
27760,Closed treatment of medial malleolus fracture; without manipulation,2.27,090,
