,Code,Description,Relative Value,FUD,PC/TC Split
+,35700,"Reoperation, femoral-popliteal or femoral (popliteal)-anterior tibial, posterior tibial, peroneal artery, or other distal vessels, more than 1 month after original operation (List separately in addition to code for primary procedure)",2.34,ZZZ,
,35701,"Exploration (not followed by surgical repair), with or without lysis of artery; carotid artery",5.34,090,
,35721,"Exploration (not followed by surgical repair), with or without lysis of artery; femo- ral artery",4.21,090,
,35741,"Exploration (not followed by surgical repair), with or without lysis of artery; popli- teal artery",4.21,090,
,35761,"Exploration (not followed by surgical repair), with or without lysis of artery; other vessels",4.68,090,
,35800,"Exploration for postoperative hemorrhage, thrombosis or infection; neck",5.15,090,
,35820,"Exploration for postoperative hemorrhage, thrombosis or infection; chest",7.02,090,
,35840,"Exploration for postoperative hemorrhage, thrombosis or infection; abdomen",6.09,090,
,35860,"Exploration for postoperative hemorrhage, thrombosis or infection; extremity",4.96,090,
,35870,Repair of graft-enteric fistula,16.86,090,
,35875,Thrombectomy of arterial or venous graft (other than hemodialysis graft or fistula);,5.95,090,
,35876,Thrombectomy of arterial or venous graft (other than hemodialysis graft or fistula); with revision of arterial or venous graft,7.02,090,
,35879,"Revision, lower extremity arterial bypass, without thrombectomy, open; with vein patch angioplasty",14.05,090,
,35881,"Revision, lower extremity arterial bypass, without thrombectomy, open; with seg- mental vein interposition",14.61,090,
,35883,"Revision, femoral anastomosis of synthetic arterial bypass graft in groin, open; with nonautogenous patch graft (eg, Dacron, ePTFE, bovine pericardium)",10.49,090,
,35884,"Revision, femoral anastomosis of synthetic arterial bypass graft in groin, open; with autogenous vein patch graft",11.14,090,
,35901,Excision of infected graft; neck,5.62,090,
,35903,Excision of infected graft; extremity,5.62,090,
,35905,Excision of infected graft; thorax,7.02,090,
,35907,Excision of infected graft; abdomen,6.74,090,
,36000,"Introduction of needle or intracatheter, vein",0.33,XXX,
,36002,"Injection procedures (eg, thrombin) for percutaneous treatment of extremity pseu- doaneurysm",1.12,000,
,36005,Injection procedure for extremity venography (including introduction of needle or intracatheter),0.66,000,
,36010,"Introduction of catheter, superior or inferior vena cava",1.69,XXX,
,36011,"Selective catheter placement, venous system; first order branch (eg, renal vein, jugular vein)",1.87,XXX,
,36012,"Selective catheter placement, venous system; second order, or more selective, branch (eg, left adrenal vein, petrosal sinus)",2.25,XXX,
,36013,"Introduction of catheter, right heart or main pulmonary artery",1.87,XXX,
,36014,"Selective catheter placement, left or right pulmonary artery",2.25,XXX,
,36015,"Selective catheter placement, segmental or subsegmental pulmonary artery",2.62,XXX,
,36100,"Introduction of needle or intracatheter, carotid or vertebral artery",2.06,XXX,
■,36140,"Introduction of needle or intracatheter, upper or lower extremity artery",1.4,XXX,
,36160,"Introduction of needle or intracatheter, aortic, translumbar",2.34,XXX,
,36200,"Introduction of catheter, aorta",2.11,000,
■,36215,"Selective catheter placement, arterial system; each first order thoracic or bra- chiocephalic branch, within a vascular family",2.25,000,
■,36216,"Selective catheter placement, arterial system; initial second order thoracic or bra- chiocephalic branch, within a vascular family",2.9,000,
