Code,Description,Relative Value,FUD,PC/TC Split
31643,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of catheter(s) for intracavitary radioelement application 2.36",,000,
31645,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with therapeutic aspiration of tracheobronchial tree, initial 2.53",,000,
31646,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with therapeutic aspiration of tracheobronchial tree, subsequent, same hospital stay",2.53,000,
31647,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with balloon occlusion, when performed, assessment of air leak, airway sizing, and insertion of bronchial valve(s), initial lobe",2.06,000,
31648,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with removal of bronchial valve(s), initial lobe",1.89,000,
+ 31649,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with removal of bronchial valve(s), each additional lobe (List separately in addition to code for primary procedure)",0.55,ZZZ,
+ 31651,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with balloon occlusion, when performed, assessment of air leak, airway sizing, and insertion of bronchial valve(s), each additional lobe (List separately in addition to code for primary procedure[s])",0.61,ZZZ,
31652,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), one or two mediastinal and/or hilar lymph node stations or structures",6.71,000,
31653,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), 3 or more mediastinal and/or hilar lymph node stations or structures",7.10,000,
+ 31654,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transendoscopic endobronchial ultrasound (EBUS) during bronchoscopic diagnostic or therapeutic intervention(s) for peripheral lesion(s) (List separately in addition to code for primary procedure[s])",1.02,ZZZ,
31660,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial thermoplasty, 1 lobe",1.89,000,
31661,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial thermoplasty, 2 or more lobes",2.00,000,
31717,Catheterization with bronchial brush biopsy,0.47,000,
31720,Catheter aspiration (separate procedure); nasotracheal,0.47,000,
31725,"Catheter aspiration (separate procedure); tracheobronchial with fiberscope, bed- side",0.94,000,
31730,Transtracheal (percutaneous) introduction of needle wire dilator/stent or indwell- ing tube for oxygen therapy,0.94,000,
31750,Tracheoplasty; cervical,9.37,090,
31755,"Tracheoplasty; tracheopharyngeal fistulization, each stage",11.24,090,
31760,Tracheoplasty; intrathoracic,11.24,090,
31766,Carinal reconstruction,12.46,090,
31770,Bronchoplasty; graft repair,12.46,090,
31775,Bronchoplasty; excision stenosis and anastomosis,12.46,090,
31780,Excision tracheal stenosis and anastomosis; cervical,11.71,090,
31781,Excision tracheal stenosis and anastomosis; cervicothoracic,13.11,090,
31785,Excision of tracheal tumor or carcinoma; cervical,10.77,090,
31786,Excision of tracheal tumor or carcinoma; thoracic,12.64,090,
31800,Suture of tracheal wound or injury; cervical,6.09,090,
31805,Suture of tracheal wound or injury; intrathoracic,8.43,090,
31820,Surgical closure tracheostomy or fistula; without plastic repair,2.81,090,
