Code,Description,Relative Value,FUD,PC/TC Split
83020,"Hemoglobin fractionation and quantitation; electrophoresis (eg, A2, S, C, and/or F)",23.1,XXX,30/70
83021,"Hemoglobin fractionation and quantitation; chromatography (eg, A2, S, C, and/or F)",30.81,XXX,0/100
83026,"Hemoglobin; by copper sulfate method, non-automated",5.54,XXX,0/100
83030,"Hemoglobin; F (fetal), chemical",16.02,XXX,0/100
83033,"Hemoglobin; F (fetal), qualitative",9.24,XXX,0/100
83036,Hemoglobin; glycosylated (A1C),16.63,XXX,0/100
83037,Hemoglobin; glycosylated (A1C) by device cleared by FDA for home use,15.4,XXX,0/100
83045,"Hemoglobin; methemoglobin, qualitative",6.16,XXX,0/100
83050,"Hemoglobin; methemoglobin, quantitative",7.39,XXX,0/100
83051,Hemoglobin; plasma,8.01,XXX,0/100
83060,"Hemoglobin; sulfhemoglobin, quantitative",14.17,XXX,0/100
83065,Hemoglobin; thermolabile,4.93,XXX,0/100
83068,"Hemoglobin; unstable, screen",6.78,XXX,0/100
83069,Hemoglobin; urine,4.93,XXX,0/100
83070,"Hemosiderin, qualitative",7.39,XXX,0/100
83080,"b-Hexosaminidase, each assay",19.1,XXX,0/100
83088,Histamine,47.44,XXX,0/100
83090,Homocysteine,17.87,XXX,0/100
83150,Homovanillic acid (HVA),30.81,XXX,0/100
83491,"Hydroxycorticosteroids, 17- (17-OHCS)",36.35,XXX,0/100
83497,"Hydroxyindolacetic acid, 5-(HIAA)",28.96,XXX,0/100
83498,"Hydroxyprogesterone, 17-d",41.89,XXX,0/100
83500,Hydroxyproline; free,30.81,XXX,0/100
83505,Hydroxyproline; total,40.05,XXX,0/100
83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",19.72,XXX,0/100
83518,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, single step method (eg, reagent strip)",12.32,XXX,0/100
83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",25.88,XXX,0/100
83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",22.18,XXX,0/100
83525,Insulin; total,24.03,XXX,0/100
83527,Insulin; free,27.11,XXX,0/100
83528,Intrinsic factor,32.04,XXX,0/100
83540,Iron,8.01,XXX,0/100
83550,Iron binding capacity,10.78,XXX,0/100
83570,Isocitric dehydrogenase (IDH),14.79,XXX,0/100
83582,"Ketogenic steroids, fractionation",25.26,XXX,0/100
83586,"Ketosteroids, 17- (17-KS); total",24.64,XXX,0/100
83593,"Ketosteroids, 17- (17-KS); fractionation",54.22,XXX,0/100
83605,Lactate (lactic acid),19.72,XXX,0/100
83615,"Lactate dehydrogenase (LD), (LDH);",8.32,XXX,0/100
83625,"Lactate dehydrogenase (LD), (LDH); isoenzymes, separation and quantitation",24.64,XXX,0/100
83630,"Lactoferrin, fecal; qualitative",18.48,XXX,0/100
83631,"Lactoferrin, fecal; quantitative",21.56,XXX,0/100
83632,"Lactogen, human placental (HPL) human chorionic somatomammotropin",39.43,XXX,0/100
