Code,Description,Relative Value,FUD,PC/TC Split
42509,"Parotid duct diversion, bilateral (Wilke type procedure); with excision of both sub- mandibular glands",11.10,090,
42510,"Parotid duct diversion, bilateral (Wilke type procedure); with ligation of both sub- mandibular (Wharton's) ducts",9.34,090,
42550,Injection procedure for sialography,0.50,000,
42600,Closure salivary fistula,5.84,090,
42650,Dilation salivary duct,0.35,000,
42660,"Dilation and catheterization of salivary duct, with or without injection",0.53,000,
42665,"Ligation salivary duct, intraoral",0.70,090,
42699,"Unlisted procedure, salivary glands or ducts",BR,YYY,
42700,Incision and drainage abscess; peritonsillar,1.23,010,
42720,"Incision and drainage abscess; retropharyngeal or parapharyngeal, intraoral approach",1.99,010,
42725,"Incision and drainage abscess; retropharyngeal or parapharyngeal, external approach",3.50,090,
42800,Biopsy; oropharynx,0.82,010,
42804,"Biopsy; nasopharynx, visible lesion, simple",0.82,010,
42806,"Biopsy; nasopharynx, survey for unknown primary lesion",1.64,010,
42808,"Excision or destruction of lesion of pharynx, any method",2.10,010,
42809,Removal of foreign body from pharynx,1.17,010,
42810,"Excision branchial cleft cyst or vestige, confined to skin and subcutaneous tissues",2.69,090,
42815,"Excision branchial cleft cyst, vestige, or fistula, extending beneath subcutaneous tissues and/or into pharynx",6.66,090,
42820,Tonsillectomy and adenoidectomy; younger than age 12,3.39,090,
42821,Tonsillectomy and adenoidectomy; age 12 or over,3.62,090,
42825,"Tonsillectomy, primary or secondary; younger than age 12",3.27,090,
42826,"Tonsillectomy, primary or secondary; age 12 or over",3.45,090,
42830,"Adenoidectomy, primary; younger than age 12",2.45,090,
42831,"Adenoidectomy, primary; age 12 or over",2.57,090,
42835,"Adenoidectomy, secondary; younger than age 12",2.07,090,
42836,"Adenoidectomy, secondary; age 12 or over",2.45,090,
42842,"Radical resection of tonsil, tonsillar pillars, and/or retromolar trigone; without clo- sure",15.77,090,
42844,"Radical resection of tonsil, tonsillar pillars, and/or retromolar trigone; closure with local flap (eg, tongue, buccal)",21.02,090,
42845,"Radical resection of tonsil, tonsillar pillars, and/or retromolar trigone; closure with other flap",21.02,090,
42860,Excision of tonsil tags,2.10,090,
42870,"Excision or destruction lingual tonsil, any method (separate procedure)",3.50,090,
42890,Limited pharyngectomy,8.18,090,
42892,"Resection of lateral pharyngeal wall or pyriform sinus, direct closure by advance- ment of lateral and posterior pharyngeal walls",10.16,090,
42894,"Resection of pharyngeal wall requiring closure with myocutaneous or fasciocuta- neous flap or free muscle, skin, or fascial flap with microvascular anastomosis",18.69,090,
42900,Suture pharynx for wound or injury,3.27,010,
42950,Pharyngoplasty (plastic or reconstructive operation on pharynx),8.18,090,
42953,Pharyngoesophageal repair,10.28,090,
42955,"Pharyngostomy (fistulization of pharynx, external for feeding)",2.69,090,
42960,"Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillec- tomy); simple",1.28,010,
