Code,Description,Relative Value,FUD,PC/TC Split
29884,"Arthroscopy, knee, surgical; with lysis of adhesions, with or without manipulation (separate procedure)",7.67,090,
29885,"Arthroscopy, knee, surgical; drilling for osteochondritis dissecans with bone graft- ing, with or without internal fixation (including debridement of base of lesion)",11.25,090,
29886,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion",9.00,090,
29887,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion with internal fixation",9.06,090,
29888,Arthroscopically aided anterior cruciate ligament repair/augmentation or recon- struction,17.78,090,
29889,Arthroscopically aided posterior cruciate ligament repair/augmentation or recon- struction,16.46,090,
29891,"Arthroscopy, ankle, surgical, excision of osteochondral defect of talus and/or tibia, including drilling of the defect",10.45,090,
29892,"Arthroscopically aided repair of large osteochondritis dissecans lesion, talar dome fracture, or tibial plafond fracture, with or without internal fixation (includes arthroscopy)",12.27,090,
29893,Endoscopic plantar fasciotomy,2.56,090,
29894,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; with removal of loose body or foreign body",7.51,090,
29895,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; synovectomy, partial",7.11,090,
29897,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; debridement, limited",7.11,090,
29898,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; debridement, exten- sive",7.77,090,
29899,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; with ankle arthrode- sis",9.83,090,
29900,"Arthroscopy, metacarpophalangeal joint, diagnostic, includes synovial biopsy",2.59,090,
29901,"Arthroscopy, metacarpophalangeal joint, surgical; with debridement",3.11,090,
29902,"Arthroscopy, metacarpophalangeal joint, surgical; with reduction of displaced ulnar collateral ligament (eg, Stenar lesion)",4.40,090,
29904,"Arthroscopy, subtalar joint, surgical; with removal of loose body or foreign body",8.07,090,
29905,"Arthroscopy, subtalar joint, surgical; with synovectomy",8.80,090,
29906,"Arthroscopy, subtalar joint, surgical; with debridement",8.80,090,
29907,"Arthroscopy, subtalar joint, surgical; with subtalar arthrodesis",9.32,090,
29914,"Arthroscopy, hip, surgical; with femoroplasty (ie, treatment of cam lesion)",9.73,090,
29915,"Arthroscopy, hip, surgical; with acetabuloplasty (ie, treatment of pincer lesion)",10.35,090,
29916,"Arthroscopy, hip, surgical; with labral repair",10.35,090,
29999,"Unlisted procedure, arthroscopy",BR,YYY,
30000,"Drainage abscess or hematoma, nasal, internal approach",0.47,010,
30020,"Drainage abscess or hematoma, nasal septum",0.66,010,
30100,"Biopsy, intranasal",0.56,000,
30110,"Excision, nasal polyp(s), simple",1.03,010,
30115,"Excision, nasal polyp(s), extensive",2.43,090,
30117,"Excision or destruction (eg, laser), intranasal lesion; internal approach",1.87,090,
30118,"Excision or destruction (eg, laser), intranasal lesion; external approach (lateral rhi- notomy)",4.68,090,
30120,Excision or surgical planing of skin of nose for rhinophyma,5.62,090,
30124,"Excision dermoid cyst, nose; simple, skin, subcutaneous",1.87,090,
30125,"Excision dermoid cyst, nose; complex, under bone or cartilage",7.02,090,
30130,"Excision inferior turbinate, partial or complete, any method",2.43,090,
30140,"Submucous resection inferior turbinate, partial or complete, any method",3.47,000,
