Code,Description,Relative Value,FUD,PC/TC Split
31531,"Laryngoscopy, direct, operative, with foreign body removal; with operating micro- scope or telescope",3.61,000,
31535,"Laryngoscopy, direct, operative, with biopsy;",3.00,000,
31536,"Laryngoscopy, direct, operative, with biopsy; with operating microscope or tele- scope",3.61,000,
31540,"Laryngoscopy, direct, operative, with excision of tumor and/or stripping of vocal cords or epiglottis;",3.61,000,
31541,"Laryngoscopy, direct, operative, with excision of tumor and/or stripping of vocal cords or epiglottis; with operating microscope or telescope",4.31,000,
31545,"Laryngoscopy, direct, operative, with operating microscope or telescope, with submucosal removal of non-neoplastic lesion(s) of vocal cord; reconstruction with local tissue flap(s)",5.06,000,
31546,"Laryngoscopy, direct, operative, with operating microscope or telescope, with submucosal removal of non-neoplastic lesion(s) of vocal cord; reconstruction with graft(s) (includes obtaining autograft)",7.77,000,
31551,"Laryngoplasty; for laryngeal stenosis, with graft, without indwelling stent place- ment, younger than 12 years of age",13.75,090,
31552,"Laryngoplasty; for laryngeal stenosis, with graft, without indwelling stent place- ment, age 12 years or older",13.79,090,
31553,"Laryngoplasty; for laryngeal stenosis, with graft, with indwelling stent placement, younger than 12 years of age",15.17,090,
31554,"Laryngoplasty; for laryngeal stenosis, with graft, with indwelling stent placement, age 12 years or older",15.83,090,
31560,"Laryngoscopy, direct, operative, with arytenoidectomy;",3.98,000,
31561,"Laryngoscopy, direct, operative, with arytenoidectomy; with operating microscope or telescope",4.78,000,
31570,"Laryngoscopy, direct, with injection into vocal cord(s), therapeutic;",3.28,000,
31571,"Laryngoscopy, direct, with injection into vocal cord(s), therapeutic; with operating microscope or telescope",3.93,000,
31572,"Laryngoscopy, flexible; with ablation or destruction of lesion(s) with laser, unilat- eral",3.98,000,
31573,"Laryngoscopy, flexible; with therapeutic injection(s) (eg, chemodenervation agent or corticosteroid, injected percutaneous, transoral, or via endoscope channel), unilateral",2.12,000,
31574,"Laryngoscopy, flexible; with injection(s) for augmentation (eg, percutaneous, tran- soral), unilateral",8.18,000,
31575,"Laryngoscopy, flexible; diagnostic",0.98,000,
31576,"Laryngoscopy, flexible; with biopsy(ies)",2.15,000,
31577,"Laryngoscopy, flexible; with removal of foreign body(s)",3.28,000,
31578,"Laryngoscopy, flexible; with removal of lesion(s), non-laser",3.75,000,
31579,"Laryngoscopy, flexible or rigid telescopic, with stroboscopy",2.53,000,
31580,"Laryngoplasty; for laryngeal web, with indwelling keel or stent insertion",9.37,090,
31584,"Laryngoplasty; with open reduction and fixation of (eg, plating) fracture, includes tracheostomy, if performed",8.90,090,
31587,"Laryngoplasty, cricoid split, without graft placement",8.43,090,
31590,Laryngeal reinnervation by neuromuscular pedicle,10.30,090,
31591,"Laryngoplasty, medialization, unilateral",9.92,090,
31592,Cricotracheal resection,16.16,090,
31595,"Section recurrent laryngeal nerve, therapeutic (separate procedure), unilateral",4.68,090,
31599,"Unlisted procedure, larynx",BR,YYY,
31600,"Tracheostomy, planned (separate procedure);",3.28,000,
31601,"Tracheostomy, planned (separate procedure); younger than 2 years",3.75,000,
31603,"Tracheostomy, emergency procedure; transtracheal",3.75,000,
