,Code,Description,Relative Value,FUD,PC/TC Split
,47740,Cholecystoenterostomy; Roux-en-Y,9.93,090,
,47741,Cholecystoenterostomy; Roux-en-Y with gastroenterostomy,12.26,090,
,47760,"Anastomosis, of extrahepatic biliary ducts and gastrointestinal tract",12.26,090,
,47765,"Anastomosis, of intrahepatic ducts and gastrointestinal tract",13.43,090,
,47780,"Anastomosis, Roux-en-Y, of extrahepatic biliary ducts and gastrointestinal tract",15.77,090,
,47785,"Anastomosis, Roux-en-Y, of intrahepatic biliary ducts and gastrointestinal tract",17.52,090,
,47800,"Reconstruction, plastic, of extrahepatic biliary ducts with end-to-end anastomosis",12.85,090,
,47801,Placement of choledochal stent,7.71,090,
,47802,U-tube hepaticoenterostomy,13.43,090,
,47900,Suture of extrahepatic biliary duct for pre-existing injury (separate procedure),7.59,090,
,47999,"Unlisted procedure, biliary tract",BR,YYY,
,48000,"Placement of drains, peripancreatic, for acute pancreatitis;",7.59,090,
,48001,"Placement of drains, peripancreatic, for acute pancreatitis; with cholecystostomy, gastrostomy, and jejunostomy",19.15,090,
,48020,Removal of pancreatic calculus,10.51,090,
,48100,"Biopsy of pancreas, open (eg, fine needle aspiration, needle core biopsy, wedge biopsy)",8.18,090,
,48102,"Biopsy of pancreas, percutaneous needle",1.99,010,
,48105,Resection or debridement of pancreas and peripancreatic tissue for acute necro- tizing pancreatitis,20.09,090,
,48120,"Excision of lesion of pancreas (eg, cyst, adenoma)",10.51,090,
,48140,"Pancreatectomy, distal subtotal, with or without splenectomy; without pancreati- cojejunostomy",12.26,090,
,48145,"Pancreatectomy, distal subtotal, with or without splenectomy; with pancreaticoje- junostomy",14.01,090,
,48146,"Pancreatectomy, distal, near-total with preservation of duodenum (Child-type pro- cedure)",16.35,090,
,48148,Excision of ampulla of Vater,14.01,090,
,48150,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); with pancreatojejunostomy",23.36,090,
,48152,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); with- out pancreatojejunostomy",21.61,090,
,48153,"Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoen- terostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure); with pancreatojejunostomy",23.36,090,
,48154,"Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoen- terostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure); without pancreatojejunostomy",21.61,090,
,48155,"Pancreatectomy, total",19.85,090,
,48160,"Pancreatectomy, total or subtotal, with autologous transplantation of pancreas or pancreatic islet cells",23.94,XXX,
+,48400,Injection procedure for intraoperative pancreatography (List separately in addi- tion to code for primary procedure),1.87,ZZZ,
,48500,Marsupialization of pancreatic cyst,8.76,090,
,48510,"External drainage, pseudocyst of pancreas, open",11.68,090,
,48520,Internal anastomosis of pancreatic cyst to gastrointestinal tract; direct,9.93,090,
,48540,Internal anastomosis of pancreatic cyst to gastrointestinal tract; Roux-en-Y,11.68,090,
,48545,Pancreatorrhaphy for injury,10.28,090,
,48547,Duodenal exclusion with gastrojejunostomy for pancreatic injury,21.02,090,
