Code,Description,Relative Value,FUD,PC/TC Split
56637,"Vulvectomy, radical, complete; with bilateral inguinofemoral lymphadenectomy",16.06,090,
56640,"Vulvectomy, radical, complete, with inguinofemoral, iliac, and pelvic lymph- adenectomy",14.52,090,
56700,Partial hymenectomy or revision of hymenal ring,1.87,010,
56740,Excision of Bartholin's gland or cyst,2.43,010,
56800,Plastic repair of introitus,2.81,010,
56805,Clitoroplasty for intersex state,2.72,090,
56810,"Perineoplasty, repair of perineum, nonobstetrical (separate procedure)",2.81,010,
56820,Colposcopy of the vulva;,0.7,000,
56821,Colposcopy of the vulva; with biopsy(s),1.05,000,
57000,Colpotomy; with exploration,2.34,010,
57010,Colpotomy; with drainage of pelvic abscess,2.58,090,
57020,Colpocentesis (separate procedure),0.7,000,
57022,Incision and drainage of vaginal hematoma; obstetrical/postpartum,0.94,010,
57023,"Incision and drainage of vaginal hematoma; non-obstetrical (eg, post-trauma, spontaneous bleeding)",0.94,010,
57061,"Destruction of vaginal lesion(s); simple (eg, laser surgery, electrosurgery, cryosur- gery, chemosurgery)",1.4,010,
57065,"Destruction of vaginal lesion(s); extensive (eg, laser surgery, electrosurgery, cryo- surgery, chemosurgery)",2.81,010,
57100,Biopsy of vaginal mucosa; simple (separate procedure),0.56,000,
57105,"Biopsy of vaginal mucosa; extensive, requiring suture (including cysts)",1.38,010,
57106,"Vaginectomy, partial removal of vaginal wall;",4.87,090,
57107,"Vaginectomy, partial removal of vaginal wall; with removal of paravaginal tissue (radical vaginectomy)",6.09,090,
57109,"Vaginectomy, partial removal of vaginal wall; with removal of paravaginal tissue (radical vaginectomy) with bilateral total pelvic lymphadenectomy and para-aortic lymph node sampling (biopsy)",8.66,090,
57110,"Vaginectomy, complete removal of vaginal wall;",6.09,090,
57111,"Vaginectomy, complete removal of vaginal wall; with removal of paravaginal tis- sue (radical vaginectomy)",7.59,090,
57112,"Vaginectomy, complete removal of vaginal wall; with removal of paravaginal tis- sue (radical vaginectomy) with bilateral total pelvic lymphadenectomy and para-aortic lymph node sampling (biopsy)",10.77,090,
57120,Colpocleisis (Le Fort type),5.43,090,
57130,Excision of vaginal septum,2.43,010,
57135,Excision of vaginal cyst or tumor,1.87,010,
57150,"Irrigation of vagina and/or application of medicament for treatment of bacterial, parasitic, or fungoid disease",0.16,000,
57155,Insertion of uterine tandem and/or vaginal ovoids for clinical brachytherapy,4.4,000,
57156,Insertion of a vaginal radiation afterloading apparatus for clinical brachytherapy,1.87,000,
57160,Fitting and insertion of pessary or other intravaginal support device,0.19,000,
57170,Diaphragm or cervical cap fitting with instructions,0.2,000,
57180,Introduction of any hemostatic agent or pack for spontaneous or traumatic nonob- stetrical vaginal hemorrhage (separate procedure),0.84,010,
57200,"Colporrhaphy, suture of injury of vagina (nonobstetrical)",2.81,090,
57210,"Colpoperineorrhaphy, suture of injury of vagina and/or perineum (nonobstetrical)",3.04,090,
57220,"Plastic operation on urethral sphincter, vaginal approach (eg, Kelly urethral plica- tion)",3.51,090,
