,Code,Description,Relative Value,FUD,PC/TC Split
■ +,22853,"Insertion of interbody biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device anchoring (eg, screws, flanges), when performed, to intervertebral disc space in conjunction with interbody arthrodesis, each interspace (List separately in addition to code for primary procedure)",2.67,ZZZ,
■ +,22854,"Insertion of intervertebral biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device anchoring (eg, screws, flanges), when performed, to vertebral corpectomy(ies) (vertebral body resection, partial or com- plete) defect, in conjunction with interbody arthrodesis, each contiguous defect (List separately in addition to code for primary procedure)",3.45,ZZZ,
,22855,Removal of anterior instrumentation,12.78,090,
■,22856,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection); single interspace, cervical",19.15,090,
,22857,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy to prepare interspace (other than for decompression), single interspace, lumbar",19.35,090,
■ +,22858,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection); second level, cervical (List separately in addition to code for primary procedure)",5.47,ZZZ,
■ +,22859,"Insertion of intervertebral biomechanical device(s) (eg, synthetic cage, mesh, methylmethacrylate) to intervertebral disc space or vertebral body defect without interbody arthrodesis, each contiguous defect (List separately in addition to code for primary procedure)",3.45,ZZZ,
,22861,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; cervical",23.60,090,
,22862,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar",23.60,090,
,22864,"Removal of total disc arthroplasty (artificial disc), anterior approach, single inter- space; cervical",21.94,090,
,22865,"Removal of total disc arthroplasty (artificial disc), anterior approach, single inter- space; lumbar",22.98,090,
■,22867,"Insertion of interlaminar/interspinous process stabilization/distraction device, without fusion, including image guidance when performed, with open decompres- sion, lumbar; single level",9.88,090,
■ +,22868,"Insertion of interlaminar/interspinous process stabilization/distraction device, without fusion, including image guidance when performed, with open decompres- sion, lumbar; second level (List separately in addition to code for primary proce- dure)",2.52,ZZZ,
■,22869,"Insertion of interlaminar/interspinous process stabilization/distraction device, without open decompression or fusion, including image guidance when per- formed, lumbar; single level",5.61,090,
■ +,22870,"Insertion of interlaminar/interspinous process stabilization/distraction device, without open decompression or fusion, including image guidance when per- formed, lumbar; second level (List separately in addition to code for primary pro- cedure)",1.45,ZZZ,
,22899,"Unlisted procedure, spine",BR,YYY,
,22900,"Excision, tumor, soft tissue of abdominal wall, subfascial (eg, intramuscular); less than 5 cm",5.14,090,
,22901,"Excision, tumor, soft tissue of abdominal wall, subfascial (eg, intramuscular); 5 cm or greater",3.31,090,
,22902,"Excision, tumor, soft tissue of abdominal wall, subcutaneous; less than 3 cm",2.07,090,
,22903,"Excision, tumor, soft tissue of abdominal wall, subcutaneous; 3 cm or greater",2.17,090,
■,22904,"Radical resection of tumor (eg, sarcoma), soft tissue of abdominal wall; less than 5 cm",5.28,090,
■,22905,"Radical resection of tumor (eg, sarcoma), soft tissue of abdominal wall; 5 cm or greater",6.83,090,
,22999,"Unlisted procedure, abdomen, musculoskeletal system",BR,YYY,
