,Code,Description,Relative Value,FUD,PC/TC Split
+,63091,"Vertebral corpectomy (vertebral body resection), partial or complete, transperito- neal or retroperitoneal approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic, lumbar, or sacral; each additional segment (List separately in addition to code for primary procedure)",5.45,ZZZ,
,63101,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extra- cavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); thoracic, single segment",20.91,090,
,63102,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extra- cavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); lumbar, single segment",20.91,090,
+,63103,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extra- cavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); thoracic or lumbar, each additional seg- ment (List separately in addition to code for primary procedure)",6.91,ZZZ,
,63170,"Laminectomy with myelotomy (eg, Bischof or DREZ type), cervical, thoracic, or thoracolumbar",13.82,090,
,63172,Laminectomy with drainage of intramedullary cyst/syrinx; to subarachnoid space,15.27,090,
,63173,Laminectomy with drainage of intramedullary cyst/syrinx; to peritoneal or pleural space,16.82,090,
,63180,"Laminectomy and section of dentate ligaments, with or without dural graft, cervi- cal; 1 or 2 segments",13.82,090,
,63182,"Laminectomy and section of dentate ligaments, with or without dural graft, cervi- cal; more than 2 segments",16.55,090,
,63185,Laminectomy with rhizotomy; 1 or 2 segments,13.82,090,
,63190,Laminectomy with rhizotomy; more than 2 segments,16.55,090,
,63191,Laminectomy with section of spinal accessory nerve,12.36,090,
,63194,"Laminectomy with cordotomy, with section of 1 spinothalamic tract, 1 stage; cervi- cal",11.59,090,
,63195,"Laminectomy with cordotomy, with section of 1 spinothalamic tract, 1 stage; tho- racic",11.59,090,
,63196,"Laminectomy with cordotomy, with section of both spinothalamic tracts, 1 stage; cervical",13.36,090,
,63197,"Laminectomy with cordotomy, with section of both spinothalamic tracts, 1 stage; thoracic",12.82,090,
,63198,"Laminectomy with cordotomy with section of both spinothalamic tracts, 2 stages within 14 days; cervical",14.55,090,
,63199,"Laminectomy with cordotomy with section of both spinothalamic tracts, 2 stages within 14 days; thoracic",14.55,090,
,63200,"Laminectomy, with release of tethered spinal cord, lumbar",14.55,090,
,63250,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; cervical,14.91,090,
,63251,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; thoracic,13.82,090,
,63252,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; thoracolumbar,17.46,090,
,63265,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; cervical",14.55,090,
,63266,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; thoracic",14.55,090,
,63267,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; lumbar",13.09,090,
,63268,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; sacral",11.09,090,
,63270,"Laminectomy for excision of intraspinal lesion other than neoplasm, intradural; cervical",15.27,090,
