,Code,Description,Relative Value,FUD,PC/TC Split
,82044,"Albumin; urine (eg, microalbumin), semiquantitative (eg, reagent strip assay)",11.09,XXX,0/100
,82045,Albumin; ischemia modified,44.35,XXX,0/100
,82075,"Alcohol (ethanol), breath",11.09,XXX,0/100
,82085,Aldolase,18.48,XXX,0/100
,82088,Aldosterone,49.29,XXX,0/100
,82103,Alpha-1-antitrypsin; total,24.64,XXX,0/100
,82104,Alpha-1-antitrypsin; phenotype,33.89,XXX,0/100
,82105,Alpha-fetoprotein (AFP); serum,28.96,XXX,0/100
,82106,Alpha-fetoprotein (AFP); amniotic fluid,28.96,XXX,0/100
,82107,Alpha-fetoprotein (AFP); AFP-L3 fraction isoform and total AFP (including ratio),33.89,XXX,0/100
,82108,Aluminum,36.97,XXX,0/100
,82120,"Amines, vaginal fluid, qualitative",5.03,XXX,0/100
,82127,"Amino acids; single, qualitative, each specimen",17.87,XXX,0/100
,82128,"Amino acids; multiple, qualitative, each specimen",17.87,XXX,0/100
,82131,"Amino acids; single, quantitative, each specimen",83.17,XXX,0/100
,82135,"Aminolevulinic acid, delta (ALA)",27.11,XXX,0/100
,82136,"Amino acids, 2 to 5 amino acids, quantitative, each specimen",83.17,XXX,0/100
,82139,"Amino acids, 6 or more amino acids, quantitative, each specimen",83.17,XXX,0/100
,82140,Ammonia,21.56,XXX,0/100
,82143,Amniotic fluid scan (spectrophotometric),22.8,XXX,0/100
,82150,Amylase,9.86,XXX,0/100
,82154,Androstanediol glucuronide,40.05,XXX,0/100
,82157,Androstenedione,36.97,XXX,0/100
,82160,Androsterone,40.05,XXX,0/100
,82163,Angiotensin II,36.97,XXX,0/100
,82164,Angiotensin I - converting enzyme (ACE),30.81,XXX,0/100
,82172,"Apolipoprotein, each",20.33,XXX,0/100
,82175,Arsenic,33.89,XXX,0/100
,82180,"Ascorbic acid (Vitamin C), blood",17.87,XXX,0/100
,82190,"Atomic absorption spectroscopy, each analyte",36.97,XXX,0/100
,82232,Beta-2 microglobulin,33.89,XXX,0/100
,82239,Bile acids; total,19.72,XXX,0/100
,82240,Bile acids; cholylglycine,43.74,XXX,0/100
,82247,Bilirubin; total,8.01,XXX,0/100
,82248,Bilirubin; direct,8.01,XXX,0/100
,82252,"Bilirubin; feces, qualitative",5.54,XXX,0/100
,82261,"Biotinidase, each specimen",8.63,XXX,0/100
,82270,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)",6.16,XXX,0/100
,82271,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; other sources",5.54,XXX,0/100
,82272,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative, feces, 1-3 simultane- ous determinations, performed for other than colorectal neoplasm screening",5.54,XXX,0/100
,82274,"Blood, occult, by fecal hemoglobin determination by immunoassay, qualitative, feces, 1-3 simultaneous determinations",30.81,XXX,0/100
,82286,Bradykinin,49.29,XXX,0/100
,82300,Cadmium,33.89,XXX,0/100
