,Code,Description,Relative Value,FUD,PC/TC Split
,58958,"Resection (tumor debulking) of recurrent ovarian, tubal, primary peritoneal, uter- ine malignancy (intra-abdominal, retroperitoneal tumors), with omentectomy, if performed; with pelvic lymphadenectomy and limited para-aortic lymphadenec- tomy",17.23,090,
,58960,"Laparotomy, for staging or restaging of ovarian, tubal, or primary peritoneal malig- nancy (second look), with or without omentectomy, peritoneal washing, biopsy of abdominal and pelvic peritoneum, diaphragmatic assessment with pelvic and lim- ited para-aortic lymphadenectomy",10.30,090,
,58970,"Follicle puncture for oocyte retrieval, any method",4.21,000,
,58974,"Embryo transfer, intrauterine",1.50,000,
,58976,"Gamete, zygote, or embryo intrafallopian transfer, any method",5.24,000,
,58999,"Unlisted procedure, female genital system (nonobstetrical)",BR,YYY,
,59000,Amniocentesis; diagnostic,0.94,000,
,59001,Amniocentesis; therapeutic amniotic fluid reduction (includes ultrasound guid- ance),1.87,000,
,59012,"Cordocentesis (intrauterine), any method",2.15,000,
,59015,"Chorionic villus sampling, any method",1.19,000,
,59020,Fetal contraction stress test,0.56,000,85/15
,59025,Fetal non-stress test,0.47,000,85/15
,59030,Fetal scalp blood sampling,0.56,000,
,59050,"Fetal monitoring during labor by consulting physician (ie, non-attending physician) with written report; supervision and interpretation",0.70,XXX,
,59051,"Fetal monitoring during labor by consulting physician (ie, non-attending physician) with written report; interpretation only",0.28,XXX,
,59070,"Transabdominal amnioinfusion, including ultrasound guidance",3.93,000,
,59072,"Fetal umbilical cord occlusion, including ultrasound guidance",4.68,000,
,59074,"Fetal fluid drainage (eg, vesicocentesis, thoracocentesis, paracentesis), including ultrasound guidance",3.75,000,
,59076,"Fetal shunt placement, including ultrasound guidance",4.68,000,
,59100,"Hysterotomy, abdominal (eg, for hydatidiform mole, abortion)",6.18,090,
,59120,"Surgical treatment of ectopic pregnancy; tubal or ovarian, requiring salpingec- tomy and/or oophorectomy, abdominal or vaginal approach",7.02,090,
,59121,"Surgical treatment of ectopic pregnancy; tubal or ovarian, without salpingectomy and/or oophorectomy",6.84,090,
,59130,Surgical treatment of ectopic pregnancy; abdominal pregnancy,6.56,090,
,59135,"Surgical treatment of ectopic pregnancy; interstitial, uterine pregnancy requiring total hysterectomy",7.87,090,
,59136,"Surgical treatment of ectopic pregnancy; interstitial, uterine pregnancy with par- tial resection of uterus",7.68,090,
,59140,"Surgical treatment of ectopic pregnancy; cervical, with evacuation",5.06,090,
,59150,Laparoscopic treatment of ectopic pregnancy; without salpingectomy and/or oophorectomy,6.84,090,
,59151,Laparoscopic treatment of ectopic pregnancy; with salpingectomy and/or oopho- rectomy,7.77,090,
,59160,"Curettage, postpartum",2.43,010,
,59200,"Insertion of cervical dilator (eg, laminaria, prostaglandin) (separate procedure)",0.82,000,
■,59300,"Episiotomy or vaginal repair, by other than attending",1.76,000,
,59320,"Cerclage of cervix, during pregnancy; vaginal",3.28,000,
,59325,"Cerclage of cervix, during pregnancy; abdominal",4.68,000,
,59350,Hysterorrhaphy of ruptured uterus,5.15,000,
