,Code,Description,Relative Value,FUD,PC/TC Split
+,64495,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; third and any additional level(s) (List separately in addition to code for primary procedure)",0.32,ZZZ,
,64505,"Injection, anesthetic agent; sphenopalatine ganglion",0.45,000,
,64508,"Injection, anesthetic agent; carotid sinus (separate procedure)",0.45,000,
,64510,"Injection, anesthetic agent; stellate ganglion (cervical sympathetic)",1.27,000,
,64517,"Injection, anesthetic agent; superior hypogastric plexus",1.5,000,
,64520,"Injection, anesthetic agent; lumbar or thoracic (paravertebral sympathetic)",1.18,000,
,64530,"Injection, anesthetic agent; celiac plexus, with or without radiologic monitoring",1.5,000,
■,64550,"Application of surface (transcutaneous) neurostimulator (eg, TENS unit)",0.32,000,
,64553,Percutaneous implantation of neurostimulator electrode array; cranial nerve,0.73,010,
,64555,Percutaneous implantation of neurostimulator electrode array; peripheral nerve (excludes sacral nerve),0.73,010,
■,64561,"Percutaneous implantation of neurostimulator electrode array; sacral nerve (transforaminal placement) including image guidance, if performed",0.73,010,
,64566,"Posterior tibial neurostimulation, percutaneous needle electrode, single treat- ment, includes programming",0.36,000,
,64568,"Incision for implantation of cranial nerve (eg, vagus nerve) neurostimulator elec- trode array and pulse generator",1.55,090,
,64569,"Revision or replacement of cranial nerve (eg, vagus nerve) neurostimulator elec- trode array, including connection to existing pulse generator",1.55,090,
,64570,"Removal of cranial nerve (eg, vagus nerve) neurostimulator electrode array and pulse generator",1.36,090,
,64575,Incision for implantation of neurostimulator electrode array; peripheral nerve (excludes sacral nerve),1.09,090,
,64580,Incision for implantation of neurostimulator electrode array; neuromuscular,1.09,090,
,64581,Incision for implantation of neurostimulator electrode array; sacral nerve (transfo- raminal placement),1.09,090,
,64585,Revision or removal of peripheral neurostimulator electrode array,1.09,010,
,64590,"Insertion or replacement of peripheral or gastric neurostimulator pulse generator or receiver, direct or inductive coupling",1.09,010,
,64595,Revision or removal of peripheral or gastric neurostimulator pulse generator or receiver,0.91,010,
,64600,"Destruction by neurolytic agent, trigeminal nerve; supraorbital, infraorbital, men- tal, or inferior alveolar branch",0.95,010,
,64605,"Destruction by neurolytic agent, trigeminal nerve; second and third division branches at foramen ovale",1.36,010,
,64610,"Destruction by neurolytic agent, trigeminal nerve; second and third division branches at foramen ovale under radiologic monitoring",1.55,010,
,64611,"Chemodenervation of parotid and submandibular salivary glands, bilateral",0.34,010,
■,64612,"Chemodenervation of muscle(s); muscle(s) innervated by facial nerve, unilateral (eg, for blepharospasm, hemifacial spasm)",1.55,010,
■,64615,"Chemodenervation of muscle(s); muscle(s) innervated by facial, trigeminal, cervi- cal spinal and accessory nerves, bilateral (eg, for chronic migraine)",1.19,010,
■,64616,"Chemodenervation of muscle(s); neck muscle(s), excluding muscles of the larynx, unilateral (eg, for cervical dystonia, spasmodic torticollis)",0.91,010,
■,64617,"Chemodenervation of muscle(s); larynx, unilateral, percutaneous (eg, for spas- modic dysphonia), includes guidance by needle electromyography, when per- formed",1.3,010,
,64620,"Destruction by neurolytic agent, intercostal nerve",0.75,010,
,64630,Destruction by neurolytic agent; pudendal nerve,1.23,010,
,64632,Destruction by neurolytic agent; plantar common digital nerve,0.82,010,
