Code,Description,Relative Value,FUD,PC/TC Split
25442,Arthroplasty with prosthetic replacement; distal ulna,4.94,090,
25443,Arthroplasty with prosthetic replacement; scaphoid carpal (navicular),8.8,090,
25444,Arthroplasty with prosthetic replacement; lunate,7.33,090,
25445,Arthroplasty with prosthetic replacement; trapezium,7.33,090,
25446,Arthroplasty with prosthetic replacement; distal radius and partial or entire carpus (total wrist),11.16,090,
25447,"Arthroplasty, interposition, intercarpal or carpometacarpal joints",4.32,090,
25449,"Revision of arthroplasty, including removal of implant, wrist joint",7.41,090,
25450,Epiphyseal arrest by epiphysiodesis or stapling; distal radius OR ulna,5.18,090,
25455,Epiphyseal arrest by epiphysiodesis or stapling; distal radius AND ulna,6.47,090,
25490,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl- methacrylate; radius",5.62,090,
25491,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl- methacrylate; ulna",5.62,090,
25492,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl- methacrylate; radius AND ulna",6.65,090,
25500,Closed treatment of radial shaft fracture; without manipulation,1.53,090,
25505,Closed treatment of radial shaft fracture; with manipulation,2.87,090,
25515,"Open treatment of radial shaft fracture, includes internal fixation, when performed",6.62,090,
25520,Closed treatment of radial shaft fracture and closed treatment of dislocation of distal radioulnar joint (Galeazzi fracture/dislocation),2.64,090,
25525,"Open treatment of radial shaft fracture, includes internal fixation, when per- formed, and closed treatment of distal radioulnar joint dislocation (Galeazzi frac- ture/ dislocation), includes percutaneous skeletal fixation, when performed",6.73,090,
25526,"Open treatment of radial shaft fracture, includes internal fixation, when per- formed, and open treatment of distal radioulnar joint dislocation (Galeazzi frac- ture/ dislocation), includes internal fixation, when performed, includes repair of triangular fibrocartilage complex",7.76,090,
25530,Closed treatment of ulnar shaft fracture; without manipulation,1.64,090,
25535,Closed treatment of ulnar shaft fracture; with manipulation,2.67,090,
25545,"Open treatment of ulnar shaft fracture, includes internal fixation, when performed",5.24,090,
25560,Closed treatment of radial and ulnar shaft fractures; without manipulation,2.37,090,
25565,Closed treatment of radial and ulnar shaft fractures; with manipulation,3.95,090,
25574,"Open treatment of radial AND ulnar shaft fractures, with internal fixation, when performed; of radius OR ulna",4.64,090,
25575,"Open treatment of radial AND ulnar shaft fractures, with internal fixation, when performed; of radius AND ulna",10.79,090,
25600,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when per- formed; without manipulation",1.94,090,
25605,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when per- formed; with manipulation",3.23,090,
25606,Percutaneous skeletal fixation of distal radial fracture or epiphyseal separation,5.07,090,
25607,"Open treatment of distal radial extra-articular fracture or epiphyseal separation, with internal fixation",5.07,090,
25608,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 2 fragments,6.31,090,
25609,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments,7.45,090,
25622,Closed treatment of carpal scaphoid (navicular) fracture; without manipulation,2.15,090,
25624,Closed treatment of carpal scaphoid (navicular) fracture; with manipulation,3.23,090,
