Code,Description,Relative Value,FUD,PC/TC Split
27391,"Tenotomy, open, hamstring, knee to hip; multiple tendons, 1 leg",4.15,090,
27392,"Tenotomy, open, hamstring, knee to hip; multiple tendons, bilateral",6.22,090,
27393,Lengthening of hamstring tendon; single tendon,3.95,090,
27394,"Lengthening of hamstring tendon; multiple tendons, 1 leg",5.24,090,
27395,"Lengthening of hamstring tendon; multiple tendons, bilateral",7.01,090,
27396,"Transplant or transfer (with muscle redirection or rerouting), thigh (eg, extensor to flexor); single tendon",9.88,090,
27397,"Transplant or transfer (with muscle redirection or rerouting), thigh (eg, extensor to flexor); multiple tendons",11.36,090,
27400,"Transfer, tendon or muscle, hamstrings to femur (eg, Egger's type procedure)",10.37,090,
27403,"Arthrotomy with meniscus repair, knee",9.49,090,
27405,"Repair, primary, torn ligament and/or capsule, knee; collateral",10.79,090,
27407,"Repair, primary, torn ligament and/or capsule, knee; cruciate",12.07,090,
27409,"Repair, primary, torn ligament and/or capsule, knee; collateral and cruciate liga- ments",12.94,090,
27412,"Autologous chondrocyte implantation, knee",21.74,090,
27415,"Osteochondral allograft, knee, open",18.11,090,
27416,"Osteochondral autograft(s), knee, open (eg, mosaicplasty) (includes harvesting of autograft[s])",10.87,090,
27418,"Anterior tibial tubercleplasty (eg, Maquet type procedure)",10.74,090,
27420,"Reconstruction of dislocating patella; (eg, Hauser type procedure)",10.79,090,
27422,"Reconstruction of dislocating patella; with extensor realignment and/or muscle advancement or release (eg, Campbell, Goldwaite type procedure)",10.79,090,
27424,Reconstruction of dislocating patella; with patellectomy,10.79,090,
27425,"Lateral retinacular release, open",7.76,090,
27427,"Ligamentous reconstruction (augmentation), knee; extra-articular",12.07,090,
27428,"Ligamentous reconstruction (augmentation), knee; intra-articular (open)",12.94,090,
27429,"Ligamentous reconstruction (augmentation), knee; intra-articular (open) and extra-articular",13.8,090,
27430,"Quadricepsplasty (eg, Bennett or Thompson type)",11.21,090,
27435,"Capsulotomy, posterior capsular release, knee",9.19,090,
27437,"Arthroplasty, patella; without prosthesis",11.36,090,
27438,"Arthroplasty, patella; with prosthesis",13.63,090,
27440,"Arthroplasty, knee, tibial plateau;",15.1,090,
27441,"Arthroplasty, knee, tibial plateau; with debridement and partial synovectomy",16.39,090,
27442,"Arthroplasty, femoral condyles or tibial plateau(s), knee;",17.25,090,
27443,"Arthroplasty, femoral condyles or tibial plateau(s), knee; with debridement and partial synovectomy",17.25,090,
27445,"Arthroplasty, knee, hinge prosthesis (eg, Walldius type)",17.25,090,
27446,"Arthroplasty, knee, condyle and plateau; medial OR lateral compartment",17.25,090,
27447,"Arthroplasty, knee, condyle and plateau; medial ANDlateral compartments with or without patella resurfacing (total knee arthroplasty)",19.46,090,
27448,"Osteotomy, femur, shaft or supracondylar; without fixation",8.6,090,
27450,"Osteotomy, femur, shaft or supracondylar; with fixation",12.35,090,
27454,"Osteotomy, multiple, with realignment on intramedullary rod, femoral shaft (eg, Sofield type procedure)",13.34,090,
27455,"Osteotomy, proximal tibia, including fibular excision or osteotomy (includes cor- rection of genu varus [bowleg] or genu valgus [knock-knee]); before epiphyseal closure",7.9,090,
