,Code,Description,Relative Value,FUD,PC/TC Split
■,33477,"Transcatheter pulmonary valve implantation, percutaneous approach, including pre-stenting of the valve delivery site, when performed",13.31,000,
,33478,"Outflow tract augmentation (gusset), with or without commissurotomy or infundib- ular resection",22.48,090,
,33496,Repair of non-structural prosthetic valve dysfunction with cardiopulmonary bypass (separate procedure),20.44,090,
,33500,Repair of coronary arteriovenous or arteriocardiac chamber fistula; with cardio- pulmonary bypass,19.95,090,
,33501,Repair of coronary arteriovenous or arteriocardiac chamber fistula; without car- diopulmonary bypass,13.3,090,
,33502,Repair of anomalous coronary artery from pulmonary artery origin; by ligation,10.3,090,
,33503,"Repair of anomalous coronary artery from pulmonary artery origin; by graft, with- out cardiopulmonary bypass",11.24,090,
,33504,"Repair of anomalous coronary artery from pulmonary artery origin; by graft, with cardiopulmonary bypass",16.2,090,
,33505,Repair of anomalous coronary artery from pulmonary artery origin; with construc- tion of intrapulmonary artery tunnel (Takeuchi procedure),17.04,090,
,33506,Repair of anomalous coronary artery from pulmonary artery origin; by transloca- tion from pulmonary artery to aorta,18.92,090,
,33507,"Repair of anomalous (eg, intramural) aortic origin of coronary artery by unroofing or translocation",17.79,090,
+,33508,"Endoscopy, surgical, including video-assisted harvest of vein(s) for coronary artery bypass procedure (List separately in addition to code for primary proce- dure)",4.59,ZZZ,
,33510,"Coronary artery bypass, vein only; single coronary venous graft",18.36,090,
,33511,"Coronary artery bypass, vein only; 2 coronary venous grafts",20.6,090,
,33512,"Coronary artery bypass, vein only; 3 coronary venous grafts",22.94,090,
,33513,"Coronary artery bypass, vein only; 4 coronary venous grafts",24.26,090,
,33514,"Coronary artery bypass, vein only; 5 coronary venous grafts",25.75,090,
,33516,"Coronary artery bypass, vein only; 6 or more coronary venous grafts",26.28,090,
+,33517,"Coronary artery bypass, using venous graft(s) and arterial graft(s); single vein graft (List separately in addition to code for primary procedure)",4.5,ZZZ,
+,33518,"Coronary artery bypass, using venous graft(s) and arterial graft(s); 2 venous grafts (List separately in addition to code for primary procedure)",6.84,ZZZ,
+,33519,"Coronary artery bypass, using venous graft(s) and arterial graft(s); 3 venous grafts (List separately in addition to code for primary procedure)",9.18,ZZZ,
+,33521,"Coronary artery bypass, using venous graft(s) and arterial graft(s); 4 venous grafts (List separately in addition to code for primary procedure)",11.52,ZZZ,
+,33522,"Coronary artery bypass, using venous graft(s) and arterial graft(s); 5 venous grafts (List separately in addition to code for primary procedure)",13.86,ZZZ,
+,33523,"Coronary artery bypass, using venous graft(s) and arterial graft(s); 6 or more venous grafts (List separately in addition to code for primary procedure)",10.35,ZZZ,
+,33530,"Reoperation, coronary artery bypass procedure or valve procedure, more than 1 month after original operation (List separately in addition to code for primary pro- cedure)",4.44,ZZZ,
,33533,"Coronary artery bypass, using arterial graft(s); single arterial graft",20.09,090,
,33534,"Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts",22.48,090,
,33535,"Coronary artery bypass, using arterial graft(s); 3 coronary arterial grafts",25.01,090,
,33536,"Coronary artery bypass, using arterial graft(s); 4 or more coronary arterial grafts",24.99,090,
,33542,"Myocardial resection (eg, ventricular aneurysmectomy)",17.79,090,
,33545,"Repair of postinfarction ventricular septal defect, with or without myocardial resection",24.35,090,
,33548,"Surgical ventricular restoration procedure, includes prosthetic patch, when per- formed (eg, ventricular remodeling, SVR, SAVER, Dor procedures)",26.22,090,
