Code,Description,Relative Value,FUD,PC/TC Split
32504,"Resection of apical lung tumor (eg, Pancoast tumor), including chest wall resec- tion, rib(s) resection(s), neurovascular dissection, when performed; with chest wall reconstruction",19.01,090,
32505,"Thoracotomy; with therapeutic wedge resection (eg, mass, nodule), initial",8.91,090,
+ 32506,"Thoracotomy; with therapeutic wedge resection (eg, mass or nodule), each addi- tional resection, ipsilateral (List separately in addition to code for primary proce- dure)",1.5,ZZZ,
+ 32507,Thoracotomy; with diagnostic wedge resection followed by anatomic lung resec- tion (List separately in addition to code for primary procedure),1.5,ZZZ,
32540,Extrapleural enucleation of empyema (empyemectomy),9.37,090,
32550,Insertion of indwelling tunneled pleural catheter with cuff,6.56,000,
■ 32551,"Tube thoracostomy, includes connection to drainage system (eg, water seal), when performed, open (separate procedure)",1.5,000,
32552,Removal of indwelling tunneled pleural catheter with cuff,1.4,010,
32553,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), percutaneous, intra-thoracic, single or multiple",1.78,000,
■ 32554,"Thoracentesis, needle or catheter, aspiration of the pleural space; without imag- ing guidance",1.64,000,
■ 32555,"Thoracentesis, needle or catheter, aspiration of the pleural space; with imaging guidance",2.35,000,
■ 32556,"Pleural drainage, percutaneous, with insertion of indwelling catheter; without imaging guidance",4.52,000,
■ 32557,"Pleural drainage, percutaneous, with insertion of indwelling catheter; with imag- ing guidance",4.13,000,
32560,"Instillation, via chest tube/catheter, agent for pleurodesis (eg, talc for recurrent or persistent pneumothorax)",2.43,000,
32561,"Instillation(s), via chest tube/catheter, agent for fibrinolysis (eg, fibrinolytic agent for break up of multiloculated effusion); initial day",0.66,000,
32562,"Instillation(s), via chest tube/catheter, agent for fibrinolysis (eg, fibrinolytic agent for break up of multiloculated effusion); subsequent day",0.61,000,
32601,"Thoracoscopy, diagnostic (separate procedure); lungs, pericardial sac, mediasti- nal or pleural space, without biopsy",2.81,000,
32604,"Thoracoscopy, diagnostic (separate procedure); pericardial sac, with biopsy",4.21,000,
32606,"Thoracoscopy, diagnostic (separate procedure); mediastinal space, with biopsy",3.75,000,
32607,"Thoracoscopy; with diagnostic biopsy(ies) of lung infiltrate(s) (eg, wedge, inci- sional), unilateral",2.96,000,
32608,"Thoracoscopy; with diagnostic biopsy(ies) of lung nodule(s) or mass(es) (eg, wedge, incisional), unilateral",3.63,000,
32609,Thoracoscopy; with biopsy(ies) of pleura,2.51,000,
32650,"Thoracoscopy, surgical; with pleurodesis (eg, mechanical or chemical)",7.68,090,
32651,"Thoracoscopy, surgical; with partial pulmonary decortication",7.96,090,
32652,"Thoracoscopy, surgical; with total pulmonary decortication, including intrapleural pneumonolysis",8.24,090,
32653,"Thoracoscopy, surgical; with removal of intrapleural foreign body or fibrin deposit",7.96,090,
32654,"Thoracoscopy, surgical; with control of traumatic hemorrhage",8.43,090,
32655,"Thoracoscopy, surgical; with resection-plication of bullae, includes any pleural procedure when performed",8.9,090,
32656,"Thoracoscopy, surgical; with parietal pleurectomy",8.43,090,
32658,"Thoracoscopy, surgical; with removal of clot or foreign body from pericardial sac",10.02,090,
32659,"Thoracoscopy, surgical; with creation of pericardial window or partial resection of pericardial sac for drainage",9.83,090,
32661,"Thoracoscopy, surgical; with excision of pericardial cyst, tumor, or mass",11.24,090,
32662,"Thoracoscopy, surgical; with excision of mediastinal cyst, tumor, or mass",10.77,090,
