Code,Description,Relative Value,FUD,PC/TC Split
84437,"Thyroxine; requiring elution (eg, neonatal)",12.32,XXX,0/100
84439,Thyroxine; free,18.48,XXX,0/100
84442,Thyroxine binding globulin (TBG),21.56,XXX,0/100
84443,Thyroid stimulating hormone (TSH),25.88,XXX,0/100
84445,Thyroid stimulating immune globulins (TSI),80.09,XXX,0/100
84446,Tocopherol alpha (Vitamin E),24.64,XXX,0/100
84449,Transcortin (cortisol binding globulin),29.57,XXX,0/100
84450,Transferase; aspartate amino (AST) (SGOT),8.63,XXX,0/100
84460,Transferase; alanine amino (ALT) (SGPT),8.63,XXX,0/100
84466,Transferrin,21.56,XXX,0/100
84478,Triglycerides,8.63,XXX,0/100
84479,Thyroid hormone (T3 or T4) uptake or thyroid hormone binding ratio (THBR),11.09,XXX,0/100
84480,Triiodothyronine T3; total (TT-3),24.64,XXX,0/100
84481,Triiodothyronine T3; free,32.65,XXX,0/100
84482,Triiodothyronine T3; reverse,27.72,XXX,0/100
84484,"Troponin, quantitative",12.9,XXX,0/100
84485,Trypsin; duodenal fluid,12.32,XXX,0/100
84488,"Trypsin; feces, qualitative",8.01,XXX,0/100
84490,"Trypsin; feces, quantitative, 24-hour collection",9.24,XXX,0/100
84510,Tyrosine,16.02,XXX,0/100
84512,"Troponin, qualitative",10.06,XXX,0/100
84520,Urea nitrogen; quantitative,8.01,XXX,0/100
84525,"Urea nitrogen; semiquantitative (eg, reagent strip test)",6.16,XXX,0/100
84540,"Urea nitrogen, urine",9.86,XXX,0/100
84545,"Urea nitrogen, clearance",12.32,XXX,0/100
84550,Uric acid; blood,8.01,XXX,0/100
84560,Uric acid; other source,9.86,XXX,0/100
84577,"Urobilinogen, feces, quantitative",12.32,XXX,0/100
84578,"Urobilinogen, urine; qualitative",5.54,XXX,0/100
84580,"Urobilinogen, urine; quantitative, timed specimen",11.71,XXX,0/100
84583,"Urobilinogen, urine; semiquantitative",5.54,XXX,0/100
84585,"Vanillylmandelic acid (VMA), urine",30.81,XXX,0/100
84586,Vasoactive intestinal peptide (VIP),47.44,XXX,0/100
84588,"Vasopressin (antidiuretic hormone, ADH)",50.52,XXX,0/100
84590,Vitamin A,28.96,XXX,0/100
84591,"Vitamin, not otherwise specified",28.34,XXX,0/100
84597,Vitamin K,28.34,XXX,0/100
84600,"Volatiles (eg, acetic anhydride, diethylether)",21.56,XXX,0/100
84620,"Xylose absorption test, blood and/or urine",27.11,XXX,0/100
84630,Zinc,24.64,XXX,0/100
84681,C-peptide,36.97,XXX,0/100
84702,"Gonadotropin, chorionic (hCG); quantitative",24.64,XXX,0/100
84703,"Gonadotropin, chorionic (hCG); qualitative",14.17,XXX,0/100
84704,"Gonadotropin, chorionic (hCG); free beta chain",23.41,XXX,0/100
84830,"Ovulation tests, by visual color comparison methods for human luteinizing hor- mone",15.4,XXX,0/100
