Code,Description,Relative Value,FUD,PC/TC Split
27514,"Open treatment of femoral fracture, distal end, medial or lateral condyle, includes internal fixation, when performed",12.94,090,
27516,Closed treatment of distal femoral epiphyseal separation; without manipulation,3.06,090,
27517,"Closed treatment of distal femoral epiphyseal separation; with manipulation, with or without skin or skeletal traction",4.64,090,
27519,"Open treatment of distal femoral epiphyseal separation, includes internal fixation, when performed",9.92,090,
27520,"Closed treatment of patellar fracture, without manipulation",1.82,090,
27524,"Open treatment of patellar fracture, with internal fixation and/or partial or com- plete patellectomy and soft tissue repair",8.63,090,
27530,"Closed treatment of tibial fracture, proximal (plateau); without manipulation",2.59,090,
27532,"Closed treatment of tibial fracture, proximal (plateau); with or without manipula- tion, with skeletal traction",4.32,090,
27535,"Open treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed",11.21,090,
27536,"Open treatment of tibial fracture, proximal (plateau); bicondylar, with or without internal fixation",12.07,090,
27538,"Closed treatment of intercondylar spine(s) and/or tuberosity fracture(s) of knee, with or without manipulation",3.26,090,
27540,"Open treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, includes internal fixation, when performed",10.79,090,
27550,Closed treatment of knee dislocation; without anesthesia,2.15,090,
27552,Closed treatment of knee dislocation; requiring anesthesia,3.88,090,
27556,"Open treatment of knee dislocation, includes internal fixation, when performed; without primary ligamentous repair or augmentation/reconstruction",10.35,090,
27557,"Open treatment of knee dislocation, includes internal fixation, when performed; with primary ligamentous repair",13.80,090,
27558,"Open treatment of knee dislocation, includes internal fixation, when performed; with primary ligamentous repair, with augmentation/reconstruction",15.10,090,
27560,Closed treatment of patellar dislocation; without anesthesia,0.99,090,
27562,Closed treatment of patellar dislocation; requiring anesthesia,3.23,090,
27566,"Open treatment of patellar dislocation, with or without partial or total patellectomy",10.35,090,
27570,Manipulation of knee joint under general anesthesia (includes application of trac- tion or other fixation devices),3.23,010,
27580,"Arthrodesis, knee, any technique",17.25,090,
27590,"Amputation, thigh, through femur, any level;",11.21,090,
27591,"Amputation, thigh, through femur, any level; immediate fitting technique including first cast",12.07,090,
27592,"Amputation, thigh, through femur, any level; open, circular (guillotine)",9.49,090,
27594,"Amputation, thigh, through femur, any level; secondary closure or scar revision",1.98,090,
27596,"Amputation, thigh, through femur, any level; re-amputation",6.47,090,
27598,Disarticulation at knee,11.21,090,
27599,"Unlisted procedure, femur or knee",BR,YYY,
27600,"Decompression fasciotomy, leg; anterior and/or lateral compartments only",6.47,090,
27601,"Decompression fasciotomy, leg; posterior compartment(s) only",6.04,090,
27602,"Decompression fasciotomy, leg; anterior and/or lateral, and posterior compart- ment(s)",7.77,090,
27603,"Incision and drainage, leg or ankle; deep abscess or hematoma",3.67,090,
27604,"Incision and drainage, leg or ankle; infected bursa",3.67,090,
27605,"Tenotomy, percutaneous, Achilles tendon (separate procedure); local anesthesia",3.45,010,
