Code,Description,Relative Value,FUD,PC/TC Split
61343,"Craniectomy, suboccipital with cervical laminectomy for decompression of medulla and spinal cord, with or without dural graft (eg, Arnold-Chiari malforma- tion)",23.09,090,
61345,"Other cranial decompression, posterior fossa",8.64,090,
61450,"Craniectomy, subtemporal, for section, compression, or decompression of sensory root of gasserian ganglion",14.55,090,
61458,"Craniectomy, suboccipital; for exploration or decompression of cranial nerves",18.27,090,
61460,"Craniectomy, suboccipital; for section of 1 or more cranial nerves",17.55,090,
61480,"Craniectomy, suboccipital; for mesencephalic tractotomy or pedunculotomy",10.55,090,
61500,Craniectomy; with excision of tumor or other bone lesion of skull,15,090,
61501,Craniectomy; for osteomyelitis,11.82,090,
61510,"Craniectomy, trephination, bone flap craniotomy; for excision of brain tumor, supratentorial, except meningioma",20.46,090,
61512,"Craniectomy, trephination, bone flap craniotomy; for excision of meningioma, supratentorial",20.46,090,
61514,"Craniectomy, trephination, bone flap craniotomy; for excision of brain abscess, supratentorial",17.27,090,
61516,"Craniectomy, trephination, bone flap craniotomy; for excision or fenestration of cyst, supratentorial",17.27,090,
61517,Implantation of brain intracavitary chemotherapy agent (List separately in addition to code for primary procedure),0.91,ZZZ,
61518,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; except meningioma, cerebellopontine angle tumor, or midline tumor at base of skull",20.46,090,
61519,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; meningi- oma",21.18,090,
61520,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; cerebel- lopontine angle tumor",21.18,090,
61521,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; midline tumor at base of skull",22.91,090,
61522,"Craniectomy, infratentorial or posterior fossa; for excision of brain abscess",17.27,090,
61524,"Craniectomy, infratentorial or posterior fossa; for excision or fenestration of cyst",17.27,090,
61526,"Craniectomy, bone flap craniotomy, transtemporal (mastoid) for excision of cere- bellopontine angle tumor;",18.18,090,
61530,"Craniectomy, bone flap craniotomy, transtemporal (mastoid) for excision of cere- bellopontine angle tumor; combined with middle/posterior fossa craniotomy/cra- niectomy",19.09,090,
61531,Subdural implantation of strip electrodes through 1 or more burr or trephine hole(s) for long-term seizure monitoring,11.09,090,
61533,"Craniotomy with elevation of bone flap; for subdural implantation of an electrode array, for long-term seizure monitoring",17.73,090,
61534,Craniotomy with elevation of bone flap; for excision of epileptogenic focus without electrocorticography during surgery,18.46,090,
61535,"Craniotomy with elevation of bone flap; for removal of epidural or subdural elec- trode array, without excision of cerebral tissue (separate procedure)",11.82,090,
61536,"Craniotomy with elevation of bone flap; for excision of cerebral epileptogenic focus, with electrocorticography during surgery (includes removal of electrode array)",18.18,090,
61537,"Craniotomy with elevation of bone flap; for lobectomy, temporal lobe, without elec- trocorticography during surgery",15.64,090,
61538,"Craniotomy with elevation of bone flap; for lobectomy, temporal lobe, with electro- corticography during surgery",16.82,090,
61539,"Craniotomy with elevation of bone flap; for lobectomy, other than temporal lobe, partial or total, with electrocorticography during surgery",19.55,090,
61540,"Craniotomy with elevation of bone flap; for lobectomy, other than temporal lobe, partial or total, without electrocorticography during surgery",19.09,090,
